service_id,first_date,last_date,active_days
H.320,2011-10-15,2011-10-22,2
I.318,2011-10-16,2011-10-23,2
I.320,2011-10-16,2011-10-23,2
Z.318,2011-10-17,2011-10-27,9
z.318,2011-10-28,2011-10-28,1
z.320,2011-10-28,2011-10-28,1
h.318,2011-10-29,2011-10-29,1
h.320,2011-10-29,2011-10-29,1
i.318,2011-10-30,2011-10-30,1
i.320,2011-10-30,2011-10-30,1
X.318,2011-11-24,2011-11-24,1
X.320,2011-11-24,2011-11-24,1
V.320,2011-11-27,2011-11-27,1
V.318,2011-11-27,2011-12-11,3
p.322,2011-11-29,2011-12-01,3
2.322,2011-11-29,2011-12-02,4
7.322,2011-11-29,2011-12-02,4
A.322,2011-11-29,2011-12-02,4
e.322,2011-11-29,2011-12-02,4
W.322,2011-11-29,2011-12-02,4
P.322,2011-12-02,2011-12-02,1
8.322,2011-12-03,2011-12-03,1
B.322,2011-12-03,2011-12-03,1
S.322,2011-12-03,2011-12-03,1
V.319,2011-12-04,2011-12-18,3
C.319,2011-12-04,2012-02-26,13
U.319,2011-12-04,2012-02-26,13
p.319,2011-12-05,2012-03-01,49
2.319,2011-12-05,2012-03-02,62
7.319,2011-12-05,2012-03-02,62
A.319,2011-12-05,2012-03-02,62
e.319,2011-12-05,2012-03-02,51
W.319,2011-12-05,2012-03-02,62
P.319,2011-12-09,2012-03-02,13
8.319,2011-12-10,2012-03-03,13
B.319,2011-12-10,2012-03-03,12
S.319,2011-12-10,2012-03-03,13
V.324,2011-12-18,2011-12-18,1
C.324,2011-12-18,2012-02-26,11
U.324,2011-12-18,2012-02-26,11
p.324,2011-12-19,2012-03-01,41
2.324,2011-12-19,2012-03-02,52
7.324,2011-12-19,2012-03-02,52
A.324,2011-12-19,2012-03-02,52
W.324,2011-12-19,2012-03-02,52
P.324,2011-12-23,2012-03-02,11
B.324,2011-12-24,2012-03-03,10
S.324,2011-12-24,2012-03-03,11
X.319,2011-12-26,2012-01-02,2
X.324,2011-12-26,2012-01-02,2
Y.319,2011-12-31,2011-12-31,1
Y.324,2011-12-31,2011-12-31,1
8.324,2011-12-31,2012-03-03,10
e.324,2012-01-03,2012-03-02,41
C.325,2012-01-08,2012-02-26,8
U.325,2012-01-08,2012-02-26,8
p.325,2012-01-09,2012-03-01,31
2.325,2012-01-09,2012-03-02,39
7.325,2012-01-09,2012-03-02,39
A.325,2012-01-09,2012-03-02,39
e.325,2012-01-09,2012-03-02,37
W.325,2012-01-09,2012-03-02,39
P.325,2012-01-13,2012-03-02,8
8.325,2012-01-14,2012-03-03,8
B.325,2012-01-14,2012-03-03,8
S.325,2012-01-14,2012-03-03,8
0.319,2012-01-16,2012-01-16,1
0.324,2012-01-16,2012-01-16,1
0.325,2012-01-16,2012-01-16,1
M.319,2012-01-16,2012-01-16,1
M.324,2012-01-16,2012-01-16,1
M.325,2012-01-16,2012-01-16,1
C.326,2012-01-22,2012-02-26,6
U.326,2012-01-22,2012-02-26,6
p.326,2012-01-23,2012-03-01,24
2.326,2012-01-23,2012-03-02,30
7.326,2012-01-23,2012-03-02,30
A.326,2012-01-23,2012-03-02,30
e.326,2012-01-23,2012-03-02,28
W.326,2012-01-23,2012-03-02,30
P.326,2012-01-27,2012-03-02,6
8.326,2012-01-28,2012-03-03,6
B.326,2012-01-28,2012-03-03,6
S.326,2012-01-28,2012-03-03,6
h.326,2012-02-04,2012-02-04,1
i.326,2012-02-05,2012-02-05,1
i.327,2012-02-05,2012-02-05,1
C.327,2012-02-05,2012-02-26,4
U.327,2012-02-05,2012-02-26,4
p.327,2012-02-06,2012-03-01,16
2.327,2012-02-06,2012-03-02,20
7.327,2012-02-06,2012-03-02,20
A.327,2012-02-06,2012-03-02,20
e.327,2012-02-06,2012-03-02,19
W.327,2012-02-06,2012-03-02,20
P.327,2012-02-10,2012-03-02,4
8.327,2012-02-11,2012-03-03,4
B.327,2012-02-11,2012-03-03,4
S.327,2012-02-11,2012-03-03,4
C.323,2012-03-04,2012-05-27,13
U.323,2012-03-04,2012-05-27,13
p.323,2012-03-05,2012-05-31,51
2.323,2012-03-05,2012-06-01,64
7.323,2012-03-05,2012-06-01,64
A.323,2012-03-05,2012-06-01,64
e.323,2012-03-05,2012-06-01,58
W.323,2012-03-05,2012-06-01,64
P.323,2012-03-09,2012-06-01,13
8.323,2012-03-10,2012-06-02,13
B.323,2012-03-10,2012-06-02,13
S.323,2012-03-10,2012-06-02,13
Q.323,2012-03-12,2012-03-12,1
C.329,2012-03-18,2012-05-27,11
U.329,2012-03-18,2012-05-27,11
p.329,2012-03-19,2012-05-31,43
2.329,2012-03-19,2012-06-01,54
7.329,2012-03-19,2012-06-01,54
A.329,2012-03-19,2012-06-01,54
e.329,2012-03-19,2012-06-01,48
W.329,2012-03-19,2012-06-01,54
P.329,2012-03-23,2012-06-01,11
8.329,2012-03-24,2012-06-02,11
B.329,2012-03-24,2012-06-02,11
S.329,2012-03-24,2012-06-02,11
m.323,2012-03-31,2012-05-26,2
m.329,2012-03-31,2012-05-26,2
C.330,2012-04-01,2012-05-27,9
U.330,2012-04-01,2012-05-27,9
p.330,2012-04-02,2012-05-31,35
2.330,2012-04-02,2012-06-01,44
7.330,2012-04-02,2012-06-01,44
A.330,2012-04-02,2012-06-01,44
e.330,2012-04-02,2012-06-01,43
W.330,2012-04-02,2012-06-01,44
P.330,2012-04-06,2012-06-01,9
o.323,2012-04-07,2012-05-05,3
o.329,2012-04-07,2012-05-05,3
o.330,2012-04-07,2012-05-05,3
8.330,2012-04-07,2012-06-02,9
B.330,2012-04-07,2012-06-02,9
S.330,2012-04-07,2012-06-02,9
p.331,2012-04-25,2012-04-26,2
2.331,2012-04-25,2012-04-27,3
7.331,2012-04-25,2012-04-27,3
A.331,2012-04-25,2012-04-27,3
e.331,2012-04-25,2012-04-27,3
W.331,2012-04-25,2012-04-27,3
P.331,2012-04-27,2012-04-27,1
8.331,2012-04-28,2012-04-28,1
B.331,2012-04-28,2012-04-28,1
S.331,2012-04-28,2012-04-28,1
C.332,2012-04-29,2012-05-27,5
U.332,2012-04-29,2012-05-27,5
p.332,2012-04-30,2012-05-31,19
2.332,2012-04-30,2012-06-01,24
7.332,2012-04-30,2012-06-01,24
A.332,2012-04-30,2012-06-01,24
e.332,2012-04-30,2012-06-01,24
W.332,2012-04-30,2012-06-01,24
P.332,2012-05-04,2012-06-01,5
o.332,2012-05-05,2012-05-05,1
8.332,2012-05-05,2012-06-02,5
B.332,2012-05-05,2012-06-02,5
K.323,2012-05-05,2012-06-02,5
K.329,2012-05-05,2012-06-02,5
K.330,2012-05-05,2012-06-02,5
K.332,2012-05-05,2012-06-02,5
S.332,2012-05-05,2012-06-02,5
k.323,2012-05-06,2012-05-27,4
k.329,2012-05-06,2012-05-27,4
k.330,2012-05-06,2012-05-27,4
k.332,2012-05-06,2012-05-27,4
C.333,2012-05-13,2012-05-27,3
k.333,2012-05-13,2012-05-27,3
U.333,2012-05-13,2012-05-27,3
p.333,2012-05-14,2012-05-31,11
2.333,2012-05-14,2012-06-01,14
7.333,2012-05-14,2012-06-01,14
A.333,2012-05-14,2012-06-01,14
e.333,2012-05-14,2012-06-01,14
W.333,2012-05-14,2012-06-01,14
P.333,2012-05-18,2012-06-01,3
B.333,2012-05-19,2012-05-26,2
8.333,2012-05-19,2012-06-02,3
K.333,2012-05-19,2012-06-02,3
S.333,2012-05-19,2012-06-02,3
l.323,2012-05-20,2012-05-20,1
l.329,2012-05-20,2012-05-20,1
l.330,2012-05-20,2012-05-20,1
l.332,2012-05-20,2012-05-20,1
l.333,2012-05-20,2012-05-20,1
O.332,2012-05-23,2012-05-23,1
O.333,2012-05-23,2012-05-23,1
m.330,2012-05-26,2012-05-26,1
m.332,2012-05-26,2012-05-26,1
m.333,2012-05-26,2012-05-26,1
V.323,2012-05-27,2012-05-27,1
V.329,2012-05-27,2012-05-27,1
V.330,2012-05-27,2012-05-27,1
V.332,2012-05-27,2012-05-27,1
V.333,2012-05-27,2012-05-27,1
X.323,2012-05-28,2012-05-28,1
X.329,2012-05-28,2012-05-28,1
X.330,2012-05-28,2012-05-28,1
X.332,2012-05-28,2012-05-28,1
X.333,2012-05-28,2012-05-28,1
t.323,2012-05-29,2012-06-01,4
t.329,2012-05-29,2012-06-01,4
t.330,2012-05-29,2012-06-01,4
t.332,2012-05-29,2012-06-01,4
t.333,2012-05-29,2012-06-01,4
r.323,2012-06-02,2012-06-02,1
r.329,2012-06-02,2012-06-02,1
r.330,2012-06-02,2012-06-02,1
r.332,2012-06-02,2012-06-02,1
r.333,2012-06-02,2012-06-02,1
9.328,2012-06-03,2012-08-19,12
C.328,2012-06-03,2012-08-19,12
U.328,2012-06-03,2012-08-19,12
e.328,2012-06-04,2012-06-13,8
2.328,2012-06-04,2012-08-22,57
7.328,2012-06-04,2012-08-22,57
A.328,2012-06-04,2012-08-22,57
p.328,2012-06-04,2012-08-22,46
W.328,2012-06-04,2012-08-22,57
j.328,2012-06-06,2012-06-06,1
P.328,2012-06-08,2012-08-17,11
R.328,2012-06-09,2012-06-09,1
8.328,2012-06-09,2012-08-18,11
B.328,2012-06-09,2012-08-18,11
S.328,2012-06-09,2012-08-18,11
9.335,2012-06-17,2012-08-26,11
C.335,2012-06-17,2012-08-26,11
U.335,2012-06-17,2012-08-26,11
p.335,2012-06-18,2012-08-30,43
2.335,2012-06-18,2012-08-31,54
7.335,2012-06-18,2012-08-31,54
A.335,2012-06-18,2012-08-31,54
W.335,2012-06-18,2012-08-31,54
P.335,2012-06-22,2012-08-31,11
8.335,2012-06-23,2012-09-01,11
B.335,2012-06-23,2012-09-01,11
S.335,2012-06-23,2012-09-01,11
L.328,2012-06-24,2012-06-24,1
L.335,2012-06-24,2012-06-24,1
V.328,2012-07-01,2012-07-01,1
V.335,2012-07-01,2012-07-01,1
O.328,2012-07-03,2012-07-24,2
O.335,2012-07-03,2012-08-31,3
X.328,2012-07-04,2012-07-04,1
X.335,2012-07-04,2012-07-04,1
v.328,2012-07-14,2012-07-28,2
v.335,2012-07-14,2012-07-28,2
9.336,2012-07-15,2012-08-26,7
C.336,2012-07-15,2012-08-26,7
U.336,2012-07-15,2012-08-26,7
p.336,2012-07-16,2012-08-30,28
2.336,2012-07-16,2012-08-31,35
7.336,2012-07-16,2012-08-31,35
A.336,2012-07-16,2012-08-31,35
W.336,2012-07-16,2012-08-31,35
P.336,2012-07-20,2012-08-31,7
8.336,2012-07-21,2012-09-01,7
B.336,2012-07-21,2012-09-01,7
S.336,2012-07-21,2012-09-01,7
O.336,2012-07-24,2012-08-31,2
v.336,2012-07-28,2012-07-28,1
9.337,2012-07-29,2012-08-26,5
C.337,2012-07-29,2012-08-26,5
U.337,2012-07-29,2012-08-26,5
p.337,2012-07-30,2012-08-30,20
2.337,2012-07-30,2012-08-31,25
7.337,2012-07-30,2012-08-31,25
A.337,2012-07-30,2012-08-31,25
W.337,2012-07-30,2012-08-31,25
g.328,2012-08-02,2012-08-13,8
g.335,2012-08-02,2012-08-13,8
g.336,2012-08-02,2012-08-13,8
g.337,2012-08-02,2012-08-13,8
P.337,2012-08-03,2012-08-31,5
G.328,2012-08-04,2012-08-11,2
G.335,2012-08-04,2012-08-11,2
G.336,2012-08-04,2012-08-11,2
G.337,2012-08-04,2012-08-11,2
8.337,2012-08-04,2012-09-01,5
B.337,2012-08-04,2012-09-01,5
S.337,2012-08-04,2012-09-01,5
i.337,2012-08-05,2012-08-05,1
l.328,2012-08-05,2012-08-05,1
l.335,2012-08-05,2012-08-05,1
l.336,2012-08-05,2012-08-05,1
l.337,2012-08-05,2012-08-05,1
i.328,2012-08-05,2012-08-12,2
i.335,2012-08-05,2012-08-12,2
i.336,2012-08-05,2012-08-12,2
6.337,2012-08-12,2012-08-12,1
p.338,2012-08-14,2012-08-30,11
2.338,2012-08-14,2012-08-31,14
7.338,2012-08-14,2012-08-31,14
A.338,2012-08-14,2012-08-31,14
W.338,2012-08-14,2012-08-31,14
P.338,2012-08-17,2012-08-31,3
8.338,2012-08-18,2012-09-01,3
B.338,2012-08-18,2012-09-01,3
S.338,2012-08-18,2012-09-01,3
9.338,2012-08-19,2012-08-26,2
C.338,2012-08-19,2012-08-26,2
U.338,2012-08-19,2012-08-26,2
o.335,2012-08-25,2012-08-25,1
o.336,2012-08-25,2012-08-25,1
o.337,2012-08-25,2012-08-25,1
o.338,2012-08-25,2012-08-25,1
O.337,2012-08-31,2012-08-31,1
O.338,2012-08-31,2012-08-31,1
9.334,2012-09-02,2012-09-16,3
k.334,2012-09-02,2012-10-28,9
C.334,2012-09-02,2012-11-25,13
U.334,2012-09-02,2012-11-25,13
V.334,2012-09-02,2012-11-25,2
X.334,2012-09-03,2012-11-22,2
p.334,2012-09-04,2012-11-29,50
2.334,2012-09-04,2012-11-30,63
7.334,2012-09-04,2012-11-30,63
A.334,2012-09-04,2012-11-30,63
W.334,2012-09-04,2012-11-30,63
e.334,2012-09-05,2012-11-30,55
P.334,2012-09-07,2012-11-30,13
K.334,2012-09-08,2012-10-27,8
8.334,2012-09-08,2012-12-01,13
B.334,2012-09-08,2012-12-01,13
S.334,2012-09-08,2012-12-01,13
Q.334,2012-09-15,2012-09-15,1
9.340,2012-09-16,2012-09-16,1
d.334,2012-09-16,2012-09-16,1
d.340,2012-09-16,2012-09-16,1
k.340,2012-09-16,2012-10-28,7
C.340,2012-09-16,2012-11-25,11
U.340,2012-09-16,2012-11-25,11
p.340,2012-09-17,2012-11-29,43
2.340,2012-09-17,2012-11-30,54
7.340,2012-09-17,2012-11-30,54
A.340,2012-09-17,2012-11-30,54
e.340,2012-09-17,2012-11-30,47
W.340,2012-09-17,2012-11-30,54
P.340,2012-09-21,2012-11-30,11
K.340,2012-09-22,2012-10-27,6
8.340,2012-09-22,2012-12-01,11
B.340,2012-09-22,2012-12-01,11
S.340,2012-09-22,2012-12-01,11
o.334,2012-09-29,2012-09-29,1
o.340,2012-09-29,2012-09-29,1
k.341,2012-09-30,2012-10-28,5
C.341,2012-09-30,2012-11-25,9
U.341,2012-09-30,2012-11-25,9
p.341,2012-10-01,2012-11-29,35
2.341,2012-10-01,2012-11-30,44
7.341,2012-10-01,2012-11-30,44
A.341,2012-10-01,2012-11-30,44
e.341,2012-10-01,2012-11-30,37
W.341,2012-10-01,2012-11-30,44
P.341,2012-10-05,2012-11-30,9
K.341,2012-10-06,2012-10-27,4
8.341,2012-10-06,2012-12-01,9
B.341,2012-10-06,2012-12-01,9
S.341,2012-10-06,2012-12-01,9
q.334,2012-10-27,2012-10-27,1
q.340,2012-10-27,2012-10-27,1
q.341,2012-10-27,2012-10-27,1
p.343,2012-10-31,2012-11-29,17
2.343,2012-10-31,2012-11-30,22
7.343,2012-10-31,2012-11-30,22
A.343,2012-10-31,2012-11-30,22
e.343,2012-10-31,2012-11-30,16
W.343,2012-10-31,2012-11-30,22
P.343,2012-11-02,2012-11-30,5
8.343,2012-11-03,2012-12-01,5
B.343,2012-11-03,2012-12-01,5
S.343,2012-11-03,2012-12-01,5
C.343,2012-11-04,2012-11-25,4
U.343,2012-11-04,2012-11-25,4
p.344,2012-11-14,2012-11-29,9
2.344,2012-11-14,2012-11-30,12
7.344,2012-11-14,2012-11-30,12
A.344,2012-11-14,2012-11-30,12
e.344,2012-11-14,2012-11-30,8
W.344,2012-11-14,2012-11-30,12
P.344,2012-11-16,2012-11-30,3
8.344,2012-11-17,2012-12-01,3
B.344,2012-11-17,2012-12-01,3
S.344,2012-11-17,2012-12-01,3
C.344,2012-11-18,2012-11-25,2
U.344,2012-11-18,2012-11-25,2
X.340,2012-11-22,2012-11-22,1
X.341,2012-11-22,2012-11-22,1
X.343,2012-11-22,2012-11-22,1
X.344,2012-11-22,2012-11-22,1
V.340,2012-11-25,2012-11-25,1
V.341,2012-11-25,2012-11-25,1
V.343,2012-11-25,2012-11-25,1
V.344,2012-11-25,2012-11-25,1
m.344,2012-11-28,2012-11-28,1
V.339,2012-12-02,2012-12-23,4
C.339,2012-12-02,2013-02-24,13
U.339,2012-12-02,2013-02-24,13
D.339,2012-12-03,2012-12-31,20
p.339,2012-12-03,2013-02-28,49
2.339,2012-12-03,2013-03-01,62
7.339,2012-12-03,2013-03-01,62
A.339,2012-12-03,2013-03-01,61
e.339,2012-12-03,2013-03-01,50
W.339,2012-12-03,2013-03-01,62
P.339,2012-12-07,2013-03-01,13
8.339,2012-12-08,2013-02-23,12
B.339,2012-12-08,2013-02-23,12
S.339,2012-12-08,2013-02-23,12
V.346,2012-12-16,2012-12-23,2
C.346,2012-12-16,2013-02-24,11
U.346,2012-12-16,2013-02-24,11
D.346,2012-12-17,2012-12-31,10
p.346,2012-12-17,2013-02-28,40
2.346,2012-12-17,2013-03-01,52
7.346,2012-12-17,2013-03-01,52
A.346,2012-12-17,2013-03-01,51
W.346,2012-12-17,2013-03-01,52
P.346,2012-12-21,2013-03-01,11
8.346,2012-12-22,2013-03-02,11
B.346,2012-12-22,2013-03-02,11
S.346,2012-12-22,2013-03-02,11
N.339,2012-12-25,2012-12-25,1
N.346,2012-12-25,2012-12-25,1
X.339,2012-12-25,2013-01-01,2
X.346,2012-12-25,2013-01-01,2
Y.339,2012-12-31,2012-12-31,1
Y.346,2012-12-31,2012-12-31,1
n.339,2013-01-01,2013-01-01,1
n.346,2013-01-01,2013-01-01,1
E.339,2013-01-02,2013-03-01,42
e.346,2013-01-02,2013-03-01,40
E.346,2013-01-02,2013-03-01,42
C.347,2013-01-13,2013-02-24,7
U.347,2013-01-13,2013-02-24,7
p.347,2013-01-14,2013-02-28,27
2.347,2013-01-14,2013-03-01,34
7.347,2013-01-14,2013-03-01,34
A.347,2013-01-14,2013-03-01,34
e.347,2013-01-14,2013-03-01,32
E.347,2013-01-14,2013-03-01,34
W.347,2013-01-14,2013-03-01,34
P.347,2013-01-18,2013-03-01,7
8.347,2013-01-19,2013-03-02,7
B.347,2013-01-19,2013-03-02,7
S.347,2013-01-19,2013-03-02,7
0.339,2013-01-21,2013-01-21,1
0.346,2013-01-21,2013-01-21,1
0.347,2013-01-21,2013-01-21,1
M.339,2013-01-21,2013-01-21,1
M.346,2013-01-21,2013-01-21,1
M.347,2013-01-21,2013-01-21,1
C.348,2013-01-27,2013-02-24,5
U.348,2013-01-27,2013-02-24,5
p.348,2013-01-28,2013-02-28,20
2.348,2013-01-28,2013-03-01,25
7.348,2013-01-28,2013-03-01,25
A.348,2013-01-28,2013-03-01,25
e.348,2013-01-28,2013-03-01,23
E.348,2013-01-28,2013-03-01,25
W.348,2013-01-28,2013-03-01,25
P.348,2013-02-01,2013-03-01,5
8.348,2013-02-02,2013-03-02,5
B.348,2013-02-02,2013-03-02,5
S.348,2013-02-02,2013-03-02,5
C.349,2013-02-10,2013-02-24,3
U.349,2013-02-10,2013-02-24,3
p.349,2013-02-11,2013-02-28,12
2.349,2013-02-11,2013-03-01,15
7.349,2013-02-11,2013-03-01,15
A.349,2013-02-11,2013-03-01,15
e.349,2013-02-11,2013-03-01,14
E.349,2013-02-11,2013-03-01,15
W.349,2013-02-11,2013-03-01,15
P.349,2013-02-15,2013-03-01,3
8.349,2013-02-16,2013-03-02,3
B.349,2013-02-16,2013-03-02,3
S.349,2013-02-16,2013-03-02,3
Z.349,2013-02-20,2013-02-20,1
f.349,2013-02-24,2013-02-24,1
l.345,2013-03-03,2013-03-03,1
C.345,2013-03-03,2013-05-26,13
U.345,2013-03-03,2013-05-26,13
p.345,2013-03-04,2013-05-30,51
2.345,2013-03-04,2013-05-31,64
7.345,2013-03-04,2013-05-31,64
A.345,2013-03-04,2013-05-31,64
e.345,2013-03-04,2013-05-31,58
W.345,2013-03-04,2013-05-31,64
P.345,2013-03-08,2013-05-31,13
o.345,2013-03-09,2013-04-06,2
8.345,2013-03-09,2013-06-01,13
B.345,2013-03-09,2013-06-01,13
S.345,2013-03-09,2013-06-01,13
C.351,2013-03-17,2013-05-26,11
U.351,2013-03-17,2013-05-26,11
p.351,2013-03-18,2013-05-30,43
2.351,2013-03-18,2013-05-31,54
7.351,2013-03-18,2013-05-31,54
A.351,2013-03-18,2013-05-31,54
e.351,2013-03-18,2013-05-31,48
W.351,2013-03-18,2013-05-31,54
P.351,2013-03-22,2013-05-31,11
8.351,2013-03-23,2013-06-01,11
B.351,2013-03-23,2013-06-01,11
S.351,2013-03-23,2013-06-01,11
C.352,2013-03-31,2013-05-26,9
U.352,2013-03-31,2013-05-26,9
p.352,2013-04-01,2013-05-30,35
2.352,2013-04-01,2013-05-31,44
7.352,2013-04-01,2013-05-31,44
A.352,2013-04-01,2013-05-31,44
e.352,2013-04-01,2013-05-31,43
W.352,2013-04-01,2013-05-31,44
P.352,2013-04-05,2013-05-31,9
o.351,2013-04-06,2013-04-06,1
o.352,2013-04-06,2013-04-06,1
B.352,2013-04-06,2013-05-25,8
8.352,2013-04-06,2013-06-01,9
S.352,2013-04-06,2013-06-01,9
m.345,2013-04-14,2013-04-14,1
m.351,2013-04-14,2013-04-14,1
m.352,2013-04-14,2013-04-14,1
m.354,2013-04-14,2013-04-14,1
C.354,2013-04-14,2013-05-26,7
U.354,2013-04-14,2013-05-26,7
p.354,2013-04-15,2013-05-30,27
2.354,2013-04-15,2013-05-31,34
7.354,2013-04-15,2013-05-31,34
A.354,2013-04-15,2013-05-31,34
e.354,2013-04-15,2013-05-31,34
W.354,2013-04-15,2013-05-31,34
P.354,2013-04-19,2013-05-31,7
B.354,2013-04-20,2013-05-25,6
8.354,2013-04-20,2013-06-01,7
S.354,2013-04-20,2013-06-01,7
O.345,2013-05-02,2013-05-02,1
O.351,2013-05-02,2013-05-02,1
O.352,2013-05-02,2013-05-02,1
O.354,2013-05-02,2013-05-02,1
K.345,2013-05-04,2013-06-01,5
K.351,2013-05-04,2013-06-01,5
K.352,2013-05-04,2013-06-01,5
K.354,2013-05-04,2013-06-01,5
k.345,2013-05-05,2013-05-26,4
k.351,2013-05-05,2013-05-26,4
k.352,2013-05-05,2013-05-26,4
k.354,2013-05-05,2013-05-26,4
L.345,2013-05-12,2013-05-12,1
L.351,2013-05-12,2013-05-12,1
L.352,2013-05-12,2013-05-12,1
L.354,2013-05-12,2013-05-12,1
L.355,2013-05-12,2013-05-12,1
C.355,2013-05-12,2013-05-26,3
k.355,2013-05-12,2013-05-26,3
U.355,2013-05-12,2013-05-26,3
p.355,2013-05-13,2013-05-30,11
2.355,2013-05-13,2013-05-31,14
7.355,2013-05-13,2013-05-31,14
A.355,2013-05-13,2013-05-31,14
e.355,2013-05-13,2013-05-31,14
W.355,2013-05-13,2013-05-31,14
P.355,2013-05-17,2013-05-31,3
B.355,2013-05-18,2013-05-25,2
8.355,2013-05-18,2013-06-01,3
K.355,2013-05-18,2013-06-01,3
S.355,2013-05-18,2013-06-01,3
9.345,2013-05-19,2013-05-26,2
9.351,2013-05-19,2013-05-26,2
9.352,2013-05-19,2013-05-26,2
9.354,2013-05-19,2013-05-26,2
9.355,2013-05-19,2013-05-26,2
V.345,2013-05-26,2013-05-26,1
V.351,2013-05-26,2013-05-26,1
V.352,2013-05-26,2013-05-26,1
V.354,2013-05-26,2013-05-26,1
V.355,2013-05-26,2013-05-26,1
X.345,2013-05-27,2013-05-27,1
X.351,2013-05-27,2013-05-27,1
X.352,2013-05-27,2013-05-27,1
X.354,2013-05-27,2013-05-27,1
X.355,2013-05-27,2013-05-27,1
t.345,2013-05-28,2013-05-31,4
t.351,2013-05-28,2013-05-31,4
t.352,2013-05-28,2013-05-31,4
t.354,2013-05-28,2013-05-31,4
t.355,2013-05-28,2013-05-31,4
O.355,2013-05-29,2013-05-29,1
r.352,2013-06-01,2013-06-01,1
r.354,2013-06-01,2013-06-01,1
r.355,2013-06-01,2013-06-01,1
9.350,2013-06-02,2013-08-25,13
C.350,2013-06-02,2013-08-25,13
U.350,2013-06-02,2013-08-25,13
p.350,2013-06-03,2013-08-29,51
2.350,2013-06-03,2013-08-30,64
7.350,2013-06-03,2013-08-30,64
A.350,2013-06-03,2013-08-30,64
W.350,2013-06-03,2013-08-30,64
j.350,2013-06-05,2013-06-05,1
P.350,2013-06-07,2013-08-30,13
R.350,2013-06-08,2013-06-08,1
8.350,2013-06-08,2013-08-31,13
B.350,2013-06-08,2013-08-31,13
S.350,2013-06-08,2013-08-31,13
Q.350,2013-06-15,2013-06-15,1
9.357,2013-06-16,2013-08-25,11
C.357,2013-06-16,2013-08-25,11
U.357,2013-06-16,2013-08-25,11
p.357,2013-06-17,2013-08-29,43
2.357,2013-06-17,2013-08-30,54
7.357,2013-06-17,2013-08-30,54
A.357,2013-06-17,2013-08-30,54
W.357,2013-06-17,2013-08-30,54
P.357,2013-06-21,2013-08-30,11
8.357,2013-06-22,2013-08-31,11
B.357,2013-06-22,2013-08-31,11
S.357,2013-06-22,2013-08-31,11
l.350,2013-06-23,2013-06-23,1
l.357,2013-06-23,2013-06-23,1
p.358,2013-07-02,2013-08-29,34
2.358,2013-07-02,2013-08-30,43
7.358,2013-07-02,2013-08-30,43
A.358,2013-07-02,2013-08-30,43
W.358,2013-07-02,2013-08-30,43
O.350,2013-07-03,2013-08-21,3
O.357,2013-07-03,2013-08-21,4
X.350,2013-07-04,2013-07-04,1
X.357,2013-07-04,2013-07-04,1
X.358,2013-07-04,2013-07-04,1
P.358,2013-07-05,2013-08-30,9
8.358,2013-07-06,2013-08-31,9
B.358,2013-07-06,2013-08-31,9
S.358,2013-07-06,2013-08-31,9
V.350,2013-07-07,2013-07-07,1
V.357,2013-07-07,2013-07-07,1
V.358,2013-07-07,2013-07-07,1
9.358,2013-07-07,2013-08-25,8
C.358,2013-07-07,2013-08-25,8
U.358,2013-07-07,2013-08-25,8
O.358,2013-07-09,2013-08-21,3
v.350,2013-07-13,2013-08-17,3
v.357,2013-07-13,2013-08-17,3
v.358,2013-07-13,2013-08-17,3
9.359,2013-07-14,2013-08-25,7
C.359,2013-07-14,2013-08-25,7
U.359,2013-07-14,2013-08-25,7
p.359,2013-07-15,2013-08-29,28
2.359,2013-07-15,2013-08-30,35
7.359,2013-07-15,2013-08-30,35
A.359,2013-07-15,2013-08-30,35
W.359,2013-07-15,2013-08-30,35
P.359,2013-07-19,2013-08-30,7
8.359,2013-07-20,2013-08-31,7
B.359,2013-07-20,2013-08-31,7
S.359,2013-07-20,2013-08-31,7
O.359,2013-07-24,2013-08-21,2
g.350,2013-08-01,2013-08-12,8
g.357,2013-08-01,2013-08-12,8
g.358,2013-08-01,2013-08-12,8
g.359,2013-08-01,2013-08-12,8
G.350,2013-08-03,2013-08-10,2
G.357,2013-08-03,2013-08-10,2
G.358,2013-08-03,2013-08-10,2
G.359,2013-08-03,2013-08-10,2
v.359,2013-08-03,2013-08-17,2
i.350,2013-08-04,2013-08-04,1
i.357,2013-08-04,2013-08-04,1
i.358,2013-08-04,2013-08-04,1
i.359,2013-08-04,2013-08-04,1
2.361,2013-08-23,2013-08-30,6
7.361,2013-08-23,2013-08-30,6
A.361,2013-08-23,2013-08-30,6
P.361,2013-08-23,2013-08-30,2
W.361,2013-08-23,2013-08-30,6
8.361,2013-08-24,2013-08-31,2
B.361,2013-08-24,2013-08-31,2
S.361,2013-08-24,2013-08-31,2
9.361,2013-08-25,2013-08-25,1
C.361,2013-08-25,2013-08-25,1
U.361,2013-08-25,2013-08-25,1
p.361,2013-08-26,2013-08-29,4
V.356,2013-09-01,2013-09-01,1
9.356,2013-09-01,2013-09-15,3
k.356,2013-09-01,2013-10-27,9
C.356,2013-09-01,2013-11-03,10
U.356,2013-09-01,2013-11-03,10
X.356,2013-09-02,2013-09-02,1
p.356,2013-09-03,2013-10-31,35
2.356,2013-09-03,2013-11-01,44
7.356,2013-09-03,2013-11-01,44
A.356,2013-09-03,2013-11-01,44
