service_id,first_date,last_date,active_days
W.356,2013-09-03,2013-11-01,44
e.356,2013-09-04,2013-11-01,42
P.356,2013-09-06,2013-11-01,9
v.356,2013-09-07,2013-09-07,1
K.356,2013-09-07,2013-10-26,8
8.356,2013-09-07,2013-11-02,9
B.356,2013-09-07,2013-11-02,9
S.356,2013-09-07,2013-11-02,9
9.364,2013-09-08,2013-09-15,2
k.364,2013-09-08,2013-10-27,8
C.364,2013-09-08,2013-11-03,9
U.364,2013-09-08,2013-11-03,9
g.356,2013-09-09,2013-10-23,6
g.364,2013-09-09,2013-10-23,6
2.364,2013-09-09,2013-11-05,42
7.364,2013-09-09,2013-11-05,42
A.364,2013-09-09,2013-11-05,42
e.364,2013-09-09,2013-11-05,41
p.364,2013-09-09,2013-11-05,34
W.364,2013-09-09,2013-11-05,42
z.356,2013-09-12,2013-09-30,13
z.364,2013-09-12,2013-09-30,13
Z.356,2013-09-12,2013-10-18,27
Z.364,2013-09-12,2013-10-18,27
P.364,2013-09-13,2013-11-01,8
i.356,2013-09-14,2013-09-28,3
i.364,2013-09-14,2013-09-28,3
I.356,2013-09-14,2013-10-19,6
I.364,2013-09-14,2013-10-19,6
K.364,2013-09-14,2013-10-26,7
8.364,2013-09-14,2013-11-02,8
B.364,2013-09-14,2013-11-02,8
S.364,2013-09-14,2013-11-02,8
9.365,2013-09-15,2013-09-15,1
d.364,2013-09-15,2013-09-15,1
d.365,2013-09-15,2013-09-15,1
h.356,2013-09-15,2013-09-29,3
h.364,2013-09-15,2013-09-29,3
h.365,2013-09-15,2013-09-29,3
H.356,2013-09-15,2013-10-20,6
H.364,2013-09-15,2013-10-20,6
H.365,2013-09-15,2013-10-20,6
k.365,2013-09-15,2013-10-27,7
C.365,2013-09-15,2013-11-10,9
U.365,2013-09-15,2013-11-10,9
z.365,2013-09-16,2013-09-30,11
Z.365,2013-09-16,2013-10-18,25
e.365,2013-09-16,2013-11-07,38
p.365,2013-09-16,2013-11-07,32
2.365,2013-09-16,2013-11-08,40
7.365,2013-09-16,2013-11-08,40
A.365,2013-09-16,2013-11-08,40
W.365,2013-09-16,2013-11-08,40
L.356,2013-09-20,2013-09-20,1
L.364,2013-09-20,2013-09-20,1
L.365,2013-09-20,2013-09-20,1
P.365,2013-09-20,2013-11-08,8
i.365,2013-09-21,2013-09-28,2
I.365,2013-09-21,2013-10-19,5
K.365,2013-09-21,2013-10-26,6
8.365,2013-09-21,2013-11-09,8
B.365,2013-09-21,2013-11-09,8
S.365,2013-09-21,2013-11-09,8
l.356,2013-09-29,2013-09-29,1
l.364,2013-09-29,2013-09-29,1
l.365,2013-09-29,2013-09-29,1
m.356,2013-10-13,2013-10-13,1
m.364,2013-10-13,2013-10-13,1
m.365,2013-10-13,2013-10-13,1
g.367,2013-10-18,2013-10-18,1
2.367,2013-10-18,2013-10-25,6
7.367,2013-10-18,2013-10-25,6
A.367,2013-10-18,2013-10-25,6
e.367,2013-10-18,2013-10-25,6
P.367,2013-10-18,2013-10-25,2
W.367,2013-10-18,2013-10-25,6
I.367,2013-10-19,2013-10-19,1
o.356,2013-10-19,2013-10-19,1
o.364,2013-10-19,2013-10-19,1
o.365,2013-10-19,2013-10-19,1
o.367,2013-10-19,2013-10-19,1
8.367,2013-10-19,2013-10-26,2
B.367,2013-10-19,2013-10-26,2
K.367,2013-10-19,2013-10-26,2
S.367,2013-10-19,2013-10-26,2
C.367,2013-10-20,2013-10-20,1
H.367,2013-10-20,2013-10-20,1
k.367,2013-10-20,2013-10-20,1
U.367,2013-10-20,2013-10-20,1
Z.367,2013-10-21,2013-10-21,1
g.365,2013-10-21,2013-10-23,3
p.367,2013-10-21,2013-10-24,4
k.368,2013-10-27,2013-10-27,1
C.368,2013-10-27,2013-11-24,5
U.368,2013-10-27,2013-11-24,5
e.368,2013-10-28,2013-11-22,18
p.368,2013-10-28,2013-11-27,19
2.368,2013-10-28,2013-11-29,24
7.368,2013-10-28,2013-11-29,24
A.368,2013-10-28,2013-11-29,24
W.368,2013-10-28,2013-11-29,24
P.368,2013-11-01,2013-11-29,5
8.368,2013-11-02,2013-11-30,5
B.368,2013-11-02,2013-11-30,5
S.368,2013-11-02,2013-11-30,5
O.368,2013-11-07,2013-11-07,1
v.368,2013-11-07,2013-11-07,1
C.369,2013-11-10,2013-11-24,3
U.369,2013-11-10,2013-11-24,3
p.369,2013-11-11,2013-11-27,11
2.369,2013-11-11,2013-11-29,14
7.369,2013-11-11,2013-11-29,14
A.369,2013-11-11,2013-11-29,14
W.369,2013-11-11,2013-11-29,14
e.369,2013-11-12,2013-11-22,9
P.369,2013-11-15,2013-11-29,3
8.369,2013-11-16,2013-11-30,3
B.369,2013-11-16,2013-11-30,3
S.369,2013-11-16,2013-11-30,3
C.370,2013-11-17,2013-11-24,2
U.370,2013-11-17,2013-11-24,2
e.370,2013-11-18,2013-11-22,5
p.370,2013-11-18,2013-11-27,7
2.370,2013-11-18,2013-11-29,9
7.370,2013-11-18,2013-11-29,9
A.370,2013-11-18,2013-11-29,9
W.370,2013-11-18,2013-11-29,9
P.370,2013-11-22,2013-11-29,2
8.370,2013-11-23,2013-11-30,2
B.370,2013-11-23,2013-11-30,2
S.370,2013-11-23,2013-11-30,2
m.370,2013-11-24,2013-11-24,1
V.368,2013-11-24,2013-11-24,1
V.369,2013-11-24,2013-11-24,1
V.370,2013-11-24,2013-11-24,1
X.368,2013-11-28,2013-11-28,1
X.369,2013-11-28,2013-11-28,1
X.370,2013-11-28,2013-11-28,1
V.363,2013-12-01,2013-12-22,4
C.363,2013-12-01,2014-02-23,13
U.363,2013-12-01,2014-02-23,13
p.363,2013-12-02,2014-02-27,49
2.363,2013-12-02,2014-02-28,62
7.363,2013-12-02,2014-02-28,62
A.363,2013-12-02,2014-02-28,61
e.363,2013-12-02,2014-02-28,52
W.363,2013-12-02,2014-02-28,62
P.363,2013-12-06,2014-02-28,13
8.363,2013-12-07,2014-03-01,13
B.363,2013-12-07,2014-03-01,13
S.363,2013-12-07,2014-03-01,13
V.375,2013-12-15,2013-12-22,2
C.375,2013-12-15,2014-02-23,11
U.375,2013-12-15,2014-02-23,11
p.375,2013-12-16,2014-02-27,40
2.375,2013-12-16,2014-02-28,52
7.375,2013-12-16,2014-02-28,52
A.375,2013-12-16,2014-02-28,51
e.375,2013-12-16,2014-02-28,42
W.375,2013-12-16,2014-02-28,52
P.375,2013-12-20,2014-02-28,11
8.375,2013-12-21,2014-03-01,11
B.375,2013-12-21,2014-03-01,11
S.375,2013-12-21,2014-03-01,11
N.363,2013-12-25,2013-12-25,1
N.375,2013-12-25,2013-12-25,1
X.363,2013-12-25,2014-01-01,2
X.375,2013-12-25,2014-01-01,2
Y.363,2013-12-31,2013-12-31,1
Y.375,2013-12-31,2013-12-31,1
n.363,2014-01-01,2014-01-01,1
n.375,2014-01-01,2014-01-01,1
C.377,2014-01-05,2014-02-23,8
U.377,2014-01-05,2014-02-23,8
p.377,2014-01-06,2014-02-27,31
2.377,2014-01-06,2014-02-28,39
7.377,2014-01-06,2014-02-28,39
A.377,2014-01-06,2014-02-28,39
e.377,2014-01-06,2014-02-28,37
W.377,2014-01-06,2014-02-28,39
P.377,2014-01-10,2014-02-28,8
8.377,2014-01-11,2014-03-01,8
B.377,2014-01-11,2014-03-01,8
S.377,2014-01-11,2014-03-01,8
C.378,2014-01-12,2014-02-23,7
U.378,2014-01-12,2014-02-23,7
p.378,2014-01-13,2014-02-27,27
2.378,2014-01-13,2014-02-28,34
7.378,2014-01-13,2014-02-28,34
A.378,2014-01-13,2014-02-28,34
e.378,2014-01-13,2014-02-28,32
W.378,2014-01-13,2014-02-28,34
P.378,2014-01-17,2014-02-28,7
8.378,2014-01-18,2014-03-01,7
B.378,2014-01-18,2014-03-01,7
S.378,2014-01-18,2014-03-01,7
0.363,2014-01-20,2014-01-20,1
0.375,2014-01-20,2014-01-20,1
0.377,2014-01-20,2014-01-20,1
0.378,2014-01-20,2014-01-20,1
M.363,2014-01-20,2014-01-20,1
M.375,2014-01-20,2014-01-20,1
M.377,2014-01-20,2014-01-20,1
M.378,2014-01-20,2014-01-20,1
C.379,2014-01-26,2014-02-23,5
U.379,2014-01-26,2014-02-23,5
p.379,2014-01-27,2014-02-27,20
2.379,2014-01-27,2014-02-28,25
7.379,2014-01-27,2014-02-28,25
A.379,2014-01-27,2014-02-28,25
W.379,2014-01-27,2014-02-28,25
e.379,2014-01-28,2014-02-28,23
P.379,2014-01-31,2014-02-28,5
8.379,2014-02-01,2014-03-01,5
B.379,2014-02-01,2014-03-01,5
S.379,2014-02-01,2014-03-01,5
C.380,2014-02-09,2014-02-23,3
U.380,2014-02-09,2014-02-23,3
p.380,2014-02-10,2014-02-27,12
2.380,2014-02-10,2014-02-28,15
7.380,2014-02-10,2014-02-28,15
A.380,2014-02-10,2014-02-28,15
e.380,2014-02-10,2014-02-28,14
W.380,2014-02-10,2014-02-28,15
P.380,2014-02-14,2014-02-28,3
8.380,2014-02-15,2014-03-01,3
B.380,2014-02-15,2014-03-01,3
S.380,2014-02-15,2014-03-01,3
C.372,2014-03-02,2014-08-17,25
U.372,2014-03-02,2014-08-17,25
e.372,2014-03-03,2014-05-30,58
p.372,2014-03-03,2014-08-14,95
2.372,2014-03-03,2014-08-15,118
7.372,2014-03-03,2014-08-15,118
A.372,2014-03-03,2014-08-15,118
W.372,2014-03-03,2014-08-15,118
P.372,2014-03-07,2014-08-15,23
o.372,2014-03-08,2014-08-09,5
8.372,2014-03-08,2014-08-16,24
B.372,2014-03-08,2014-08-16,24
S.372,2014-03-08,2014-08-16,24
L.372,2014-03-16,2014-03-16,1
L.382,2014-03-16,2014-03-16,1
C.382,2014-03-16,2014-05-25,11
U.382,2014-03-16,2014-05-25,11
p.382,2014-03-17,2014-05-29,43
2.382,2014-03-17,2014-05-30,54
7.382,2014-03-17,2014-05-30,54
A.382,2014-03-17,2014-05-30,54
e.382,2014-03-17,2014-05-30,48
W.382,2014-03-17,2014-05-30,54
P.382,2014-03-21,2014-05-30,11
8.382,2014-03-22,2014-05-31,11
B.382,2014-03-22,2014-05-31,11
S.382,2014-03-22,2014-05-31,11
C.383,2014-03-23,2014-05-25,10
U.383,2014-03-23,2014-05-25,10
p.383,2014-03-24,2014-05-29,39
2.383,2014-03-24,2014-05-30,49
7.383,2014-03-24,2014-05-30,49
A.383,2014-03-24,2014-05-30,49
W.383,2014-03-24,2014-05-30,49
P.383,2014-03-28,2014-05-30,10
8.383,2014-03-29,2014-05-31,10
B.383,2014-03-29,2014-05-31,10
S.383,2014-03-29,2014-05-31,10
C.384,2014-03-30,2014-05-25,9
U.384,2014-03-30,2014-05-25,9
p.384,2014-03-31,2014-05-29,35
2.384,2014-03-31,2014-05-30,44
7.384,2014-03-31,2014-05-30,44
A.384,2014-03-31,2014-05-30,44
e.383,2014-03-31,2014-05-30,43
e.384,2014-03-31,2014-05-30,43
H.382,2014-03-31,2014-05-30,44
H.383,2014-03-31,2014-05-30,44
H.384,2014-03-31,2014-05-30,44
W.384,2014-03-31,2014-05-30,44
P.384,2014-04-04,2014-05-30,9
l.372,2014-04-05,2014-04-05,1
l.382,2014-04-05,2014-04-05,1
l.383,2014-04-05,2014-04-05,1
l.384,2014-04-05,2014-04-05,1
8.384,2014-04-05,2014-05-31,9
B.384,2014-04-05,2014-05-31,9
h.382,2014-04-05,2014-05-31,9
h.383,2014-04-05,2014-05-31,9
h.384,2014-04-05,2014-05-31,9
S.384,2014-04-05,2014-05-31,9
C.385,2014-04-06,2014-05-25,8
I.382,2014-04-06,2014-05-25,8
I.383,2014-04-06,2014-05-25,8
I.384,2014-04-06,2014-05-25,8
I.385,2014-04-06,2014-05-25,8
U.385,2014-04-06,2014-05-25,8
p.385,2014-04-07,2014-05-29,31
2.385,2014-04-07,2014-05-30,39
7.385,2014-04-07,2014-05-30,39
A.385,2014-04-07,2014-05-30,39
e.385,2014-04-07,2014-05-30,38
H.385,2014-04-07,2014-05-30,39
W.385,2014-04-07,2014-05-30,39
P.385,2014-04-11,2014-05-30,8
o.382,2014-04-12,2014-05-17,3
o.383,2014-04-12,2014-05-17,3
o.384,2014-04-12,2014-05-17,3
o.385,2014-04-12,2014-05-17,3
8.385,2014-04-12,2014-05-31,8
B.385,2014-04-12,2014-05-31,8
h.385,2014-04-12,2014-05-31,8
S.385,2014-04-12,2014-05-31,8
C.386,2014-04-27,2014-05-25,5
I.386,2014-04-27,2014-05-25,5
U.386,2014-04-27,2014-05-25,5
p.386,2014-04-28,2014-05-29,19
2.386,2014-04-28,2014-05-30,24
7.386,2014-04-28,2014-05-30,24
A.386,2014-04-28,2014-05-30,24
e.386,2014-04-28,2014-05-30,24
H.386,2014-04-28,2014-05-30,24
W.386,2014-04-28,2014-05-30,24
P.386,2014-05-02,2014-05-30,5
o.386,2014-05-03,2014-05-17,2
8.386,2014-05-03,2014-05-31,5
B.386,2014-05-03,2014-05-31,5
h.386,2014-05-03,2014-05-31,5
K.382,2014-05-03,2014-05-31,5
K.383,2014-05-03,2014-05-31,5
K.384,2014-05-03,2014-05-31,5
K.385,2014-05-03,2014-05-31,5
K.386,2014-05-03,2014-05-31,5
S.386,2014-05-03,2014-05-31,5
k.382,2014-05-04,2014-05-25,4
k.383,2014-05-04,2014-05-25,4
k.384,2014-05-04,2014-05-25,4
k.385,2014-05-04,2014-05-25,4
k.386,2014-05-04,2014-05-25,4
v.372,2014-05-11,2014-05-11,1
v.382,2014-05-11,2014-05-11,1
v.383,2014-05-11,2014-05-11,1
v.384,2014-05-11,2014-05-11,1
v.385,2014-05-11,2014-05-11,1
v.386,2014-05-11,2014-05-11,1
9.382,2014-05-18,2014-05-25,2
9.383,2014-05-18,2014-05-25,2
9.384,2014-05-18,2014-05-25,2
9.385,2014-05-18,2014-05-25,2
9.386,2014-05-18,2014-05-25,2
9.387,2014-05-18,2014-05-25,2
C.387,2014-05-18,2014-05-25,2
I.387,2014-05-18,2014-05-25,2
k.387,2014-05-18,2014-05-25,2
U.387,2014-05-18,2014-05-25,2
9.372,2014-05-18,2014-08-17,14
p.387,2014-05-19,2014-05-29,7
2.387,2014-05-19,2014-05-30,9
7.387,2014-05-19,2014-05-30,9
A.387,2014-05-19,2014-05-30,9
e.387,2014-05-19,2014-05-30,9
H.387,2014-05-19,2014-05-30,9
W.387,2014-05-19,2014-05-30,9
P.387,2014-05-23,2014-05-30,2
B.387,2014-05-24,2014-05-24,1
8.387,2014-05-24,2014-05-31,2
h.387,2014-05-24,2014-05-31,2
K.387,2014-05-24,2014-05-31,2
S.387,2014-05-24,2014-05-31,2
V.382,2014-05-25,2014-05-25,1
V.383,2014-05-25,2014-05-25,1
V.384,2014-05-25,2014-05-25,1
V.385,2014-05-25,2014-05-25,1
V.386,2014-05-25,2014-05-25,1
V.387,2014-05-25,2014-05-25,1
V.372,2014-05-25,2014-07-06,2
X.382,2014-05-26,2014-05-26,1
X.383,2014-05-26,2014-05-26,1
X.384,2014-05-26,2014-05-26,1
X.385,2014-05-26,2014-05-26,1
X.386,2014-05-26,2014-05-26,1
X.387,2014-05-26,2014-05-26,1
X.372,2014-05-26,2014-07-04,2
t.382,2014-05-27,2014-05-30,4
t.383,2014-05-27,2014-05-30,4
t.384,2014-05-27,2014-05-30,4
t.385,2014-05-27,2014-05-30,4
t.386,2014-05-27,2014-05-30,4
t.387,2014-05-27,2014-05-30,4
r.386,2014-05-31,2014-05-31,1
r.387,2014-05-31,2014-05-31,1
m.372,2014-06-01,2014-06-01,1
m.381,2014-06-01,2014-06-01,1
I.381,2014-06-01,2014-08-24,13
9.381,2014-06-01,2014-09-21,17
C.381,2014-06-01,2014-11-23,26
U.381,2014-06-01,2014-11-23,26
H.381,2014-06-02,2014-08-29,64
p.381,2014-06-02,2014-11-20,99
2.381,2014-06-02,2014-11-21,123
7.381,2014-06-02,2014-11-21,123
A.381,2014-06-02,2014-11-21,123
W.381,2014-06-02,2014-11-21,123
j.381,2014-06-04,2014-06-04,1
P.381,2014-06-06,2014-11-21,24
R.381,2014-06-07,2014-06-07,1
h.381,2014-06-07,2014-08-30,13
8.381,2014-06-07,2014-11-22,25
B.381,2014-06-07,2014-11-22,25
S.381,2014-06-07,2014-11-22,25
9.389,2014-06-08,2014-08-24,12
C.389,2014-06-08,2014-08-24,12
I.389,2014-06-08,2014-08-24,12
U.389,2014-06-08,2014-08-24,12
p.389,2014-06-09,2014-08-28,48
2.389,2014-06-09,2014-08-29,59
7.389,2014-06-09,2014-08-29,59
A.389,2014-06-09,2014-08-29,59
H.389,2014-06-09,2014-08-29,59
W.389,2014-06-09,2014-08-29,59
q.372,2014-06-11,2014-06-11,1
q.389,2014-06-11,2014-06-11,1
q.381,2014-06-11,2014-10-17,2
P.389,2014-06-13,2014-08-29,11
8.389,2014-06-14,2014-08-30,12
B.389,2014-06-14,2014-08-30,12
h.389,2014-06-14,2014-08-30,12
S.389,2014-06-14,2014-08-30,12
9.390,2014-06-15,2014-08-24,11
C.390,2014-06-15,2014-08-24,11
I.390,2014-06-15,2014-08-24,11
k.390,2014-06-15,2014-08-24,11
U.390,2014-06-15,2014-08-24,11
p.390,2014-06-16,2014-08-28,44
2.390,2014-06-16,2014-08-29,54
7.390,2014-06-16,2014-08-29,54
A.390,2014-06-16,2014-08-29,54
H.390,2014-06-16,2014-08-29,54
W.390,2014-06-16,2014-08-29,54
P.390,2014-06-20,2014-08-29,10
8.390,2014-06-21,2014-08-30,11
B.390,2014-06-21,2014-08-30,11
h.390,2014-06-21,2014-08-30,11
K.390,2014-06-21,2014-08-30,11
S.390,2014-06-21,2014-08-30,11
O.372,2014-06-27,2014-07-18,2
O.381,2014-06-27,2014-07-18,2
O.389,2014-06-27,2014-07-18,2
O.390,2014-06-27,2014-07-18,2
9.391,2014-06-29,2014-08-24,9
C.391,2014-06-29,2014-08-24,9
I.391,2014-06-29,2014-08-24,9
k.391,2014-06-29,2014-08-24,9
U.391,2014-06-29,2014-08-24,9
p.391,2014-06-30,2014-08-28,36
2.391,2014-06-30,2014-08-29,44
7.391,2014-06-30,2014-08-29,44
A.391,2014-06-30,2014-08-29,39
H.391,2014-06-30,2014-08-29,44
W.391,2014-06-30,2014-08-29,44
X.389,2014-07-04,2014-07-04,1
X.390,2014-07-04,2014-07-04,1
X.391,2014-07-04,2014-07-04,1
X.381,2014-07-04,2014-09-01,2
8.391,2014-07-05,2014-08-30,9
B.391,2014-07-05,2014-08-30,9
h.391,2014-07-05,2014-08-30,9
K.391,2014-07-05,2014-08-30,9
S.391,2014-07-05,2014-08-30,9
V.381,2014-07-06,2014-07-06,1
V.389,2014-07-06,2014-07-06,1
V.390,2014-07-06,2014-07-06,1
V.391,2014-07-06,2014-07-06,1
P.391,2014-07-11,2014-08-29,7
9.392,2014-07-13,2014-08-24,7
C.392,2014-07-13,2014-08-24,7
I.392,2014-07-13,2014-08-24,7
k.392,2014-07-13,2014-08-24,7
U.392,2014-07-13,2014-08-24,7
p.392,2014-07-14,2014-08-28,24
2.392,2014-07-14,2014-08-29,35
7.392,2014-07-14,2014-08-29,35
A.392,2014-07-14,2014-08-29,30
H.392,2014-07-14,2014-08-29,35
W.392,2014-07-14,2014-08-29,35
O.391,2014-07-18,2014-07-18,1
O.392,2014-07-18,2014-07-18,1
P.392,2014-07-18,2014-08-29,6
8.392,2014-07-19,2014-08-30,7
B.392,2014-07-19,2014-08-30,7
h.392,2014-07-19,2014-08-30,7
K.392,2014-07-19,2014-08-30,7
S.392,2014-07-19,2014-08-30,7
9.393,2014-07-27,2014-08-24,5
C.393,2014-07-27,2014-08-24,5
I.393,2014-07-27,2014-08-24,5
k.393,2014-07-27,2014-08-24,5
U.393,2014-07-27,2014-08-24,5
p.393,2014-07-28,2014-08-28,16
2.393,2014-07-28,2014-08-29,25
7.393,2014-07-28,2014-08-29,25
A.393,2014-07-28,2014-08-29,20
H.393,2014-07-28,2014-08-29,25
W.393,2014-07-28,2014-08-29,25
P.393,2014-08-01,2014-08-29,4
N.393,2014-08-02,2014-08-09,2
8.393,2014-08-02,2014-08-30,5
B.393,2014-08-02,2014-08-30,5
h.393,2014-08-02,2014-08-30,5
K.393,2014-08-02,2014-08-30,5
S.393,2014-08-02,2014-08-30,5
l.393,2014-08-03,2014-08-03,1
L.381,2014-08-06,2014-08-06,1
L.389,2014-08-06,2014-08-06,1
L.390,2014-08-06,2014-08-06,1
L.391,2014-08-06,2014-08-06,1
L.392,2014-08-06,2014-08-06,1
L.393,2014-08-06,2014-08-06,1
g.389,2014-08-08,2014-08-15,5
g.390,2014-08-08,2014-08-15,5
g.391,2014-08-08,2014-08-15,5
g.392,2014-08-08,2014-08-15,5
g.393,2014-08-08,2014-08-15,5
G.389,2014-08-09,2014-08-09,1
G.390,2014-08-09,2014-08-09,1
G.391,2014-08-09,2014-08-09,1
G.392,2014-08-09,2014-08-09,1
G.393,2014-08-09,2014-08-09,1
o.381,2014-08-09,2014-08-09,1
o.389,2014-08-09,2014-08-09,1
o.390,2014-08-09,2014-08-09,1
o.391,2014-08-09,2014-08-09,1
o.392,2014-08-09,2014-08-09,1
o.393,2014-08-09,2014-08-09,1
i.389,2014-08-10,2014-08-10,1
i.390,2014-08-10,2014-08-10,1
i.391,2014-08-10,2014-08-10,1
i.392,2014-08-10,2014-08-10,1
i.393,2014-08-10,2014-08-10,1
i.394,2014-08-10,2014-08-10,1
9.394,2014-08-10,2014-08-24,3
C.394,2014-08-10,2014-08-24,3
I.394,2014-08-10,2014-08-24,3
k.394,2014-08-10,2014-08-24,3
U.394,2014-08-10,2014-08-24,3
a.391,2014-08-11,2014-08-15,5
a.392,2014-08-11,2014-08-15,5
a.393,2014-08-11,2014-08-15,5
a.394,2014-08-11,2014-08-15,5
g.394,2014-08-11,2014-08-15,4
J.391,2014-08-11,2014-08-15,5
J.392,2014-08-11,2014-08-15,5
J.393,2014-08-11,2014-08-15,5
J.394,2014-08-11,2014-08-15,5
2.394,2014-08-11,2014-08-29,15
7.394,2014-08-11,2014-08-29,15
H.394,2014-08-11,2014-08-29,15
W.394,2014-08-11,2014-08-29,15
6.389,2014-08-13,2014-08-13,1
6.390,2014-08-13,2014-08-13,1
6.391,2014-08-13,2014-08-13,1
6.392,2014-08-13,2014-08-13,1
6.393,2014-08-13,2014-08-13,1
6.394,2014-08-13,2014-08-13,1
8.394,2014-08-16,2014-08-30,3
B.394,2014-08-16,2014-08-30,3
h.394,2014-08-16,2014-08-30,3
K.394,2014-08-16,2014-08-30,3
N.394,2014-08-16,2014-08-30,3
S.394,2014-08-16,2014-08-30,3
p.394,2014-08-18,2014-08-28,8
A.394,2014-08-18,2014-08-29,10
P.394,2014-08-22,2014-08-29,2
Q.389,2014-08-24,2014-08-24,1
Q.390,2014-08-24,2014-08-24,1
Q.391,2014-08-24,2014-08-24,1
Q.392,2014-08-24,2014-08-24,1
Q.393,2014-08-24,2014-08-24,1
Q.394,2014-08-24,2014-08-24,1
Q.381,2014-08-24,2014-09-07,2
9.388,2014-08-31,2014-09-21,4
I.388,2014-08-31,2014-09-21,4
k.381,2014-08-31,2014-10-26,9
k.388,2014-08-31,2014-10-26,9
C.388,2014-08-31,2015-02-15,25
U.388,2014-08-31,2015-02-15,25
X.388,2014-09-01,2015-01-01,4
H.388,2014-09-02,2014-09-26,19
E.388,2014-09-02,2014-11-28,63
2.388,2014-09-02,2015-02-19,119
7.388,2014-09-02,2015-02-19,119
A.388,2014-09-02,2015-02-19,118
e.388,2014-09-02,2015-02-19,102
p.388,2014-09-02,2015-02-19,95
W.388,2014-09-02,2015-02-19,119
G.388,2014-09-03,2014-09-18,10
L.388,2014-09-03,2014-09-18,12
R.388,2014-09-03,2014-09-18,10
g.388,2014-09-05,2014-09-12,2
r.388,2014-09-05,2014-09-12,2
P.388,2014-09-05,2015-02-13,24
m.388,2014-09-06,2014-09-13,2
h.388,2014-09-06,2014-09-27,4
K.381,2014-09-06,2014-10-25,8
K.388,2014-09-06,2014-10-25,8
N.388,2014-09-06,2014-11-29,13
8.388,2014-09-06,2015-02-14,24
B.388,2014-09-06,2015-02-14,24
S.388,2014-09-06,2015-02-14,24
Q.388,2014-09-07,2014-09-07,1
o.388,2014-09-07,2014-09-14,2
o.397,2014-09-14,2014-09-14,1
I.397,2014-09-14,2014-09-21,2
k.397,2014-09-14,2014-10-26,7
C.397,2014-09-14,2015-03-08,26
U.397,2014-09-14,2015-03-08,26
G.397,2014-09-15,2014-09-18,4
L.397,2014-09-15,2014-09-18,4
z.397,2014-09-15,2014-09-19,5
H.397,2014-09-15,2014-09-26,10
E.397,2014-09-15,2014-11-28,54
p.397,2014-09-15,2015-03-05,96
2.397,2014-09-15,2015-03-06,121
7.397,2014-09-15,2015-03-06,121
A.397,2014-09-15,2015-03-06,120
e.397,2014-09-15,2015-03-06,104
W.397,2014-09-15,2015-03-06,121
q.388,2014-09-16,2014-10-17,3
q.397,2014-09-16,2014-10-17,3
O.397,2014-09-19,2014-09-19,1
P.397,2014-09-19,2015-03-06,25
i.397,2014-09-20,2014-09-20,1
v.381,2014-09-20,2014-09-20,1
v.388,2014-09-20,2014-09-20,1
v.397,2014-09-20,2014-09-20,1
h.397,2014-09-20,2014-09-27,2
K.397,2014-09-20,2014-10-25,6
N.397,2014-09-20,2014-11-29,11
8.397,2014-09-20,2015-03-07,25
B.397,2014-09-20,2015-03-07,25
S.397,2014-09-20,2015-03-07,25
n.397,2014-09-21,2014-09-21,1
I.399,2014-09-28,2014-10-05,2
k.399,2014-09-28,2014-10-26,5
C.399,2014-09-28,2014-11-23,9
U.399,2014-09-28,2014-11-23,9
H.399,2014-09-29,2014-10-03,5
t.399,2014-09-29,2014-10-03,5
e.399,2014-09-29,2014-11-26,37
p.399,2014-09-29,2014-11-26,35
2.399,2014-09-29,2014-11-28,44
7.399,2014-09-29,2014-11-28,44
A.399,2014-09-29,2014-11-28,44
E.399,2014-09-29,2014-11-28,44
W.399,2014-09-29,2014-11-28,44
P.399,2014-10-03,2014-11-28,9
h.399,2014-10-04,2014-10-04,1
K.399,2014-10-04,2014-10-25,4
8.399,2014-10-04,2014-11-29,9
B.399,2014-10-04,2014-11-29,9
N.399,2014-10-04,2014-11-29,9
S.399,2014-10-04,2014-11-29,9
I.401,2014-10-05,2014-10-05,1
k.401,2014-10-05,2014-10-26,4
C.401,2014-10-05,2014-11-23,8
U.401,2014-10-05,2014-11-23,8
H.401,2014-10-06,2014-10-10,5
e.401,2014-10-06,2014-11-26,32
p.401,2014-10-06,2014-11-26,31
2.401,2014-10-06,2014-11-28,39
7.401,2014-10-06,2014-11-28,39
A.401,2014-10-06,2014-11-28,39
E.401,2014-10-06,2014-11-28,39
t.401,2014-10-06,2014-11-28,39
W.401,2014-10-06,2014-11-28,39
l.381,2014-10-08,2014-10-08,1
l.388,2014-10-08,2014-10-08,1
l.397,2014-10-08,2014-10-08,1
l.399,2014-10-08,2014-10-08,1
l.401,2014-10-08,2014-10-08,1
P.401,2014-10-10,2014-11-28,8
h.401,2014-10-11,2014-10-11,1
K.401,2014-10-11,2014-10-25,3
8.401,2014-10-11,2014-11-29,8
B.401,2014-10-11,2014-11-29,8
N.401,2014-10-11,2014-11-29,8
S.401,2014-10-11,2014-11-29,8
k.403,2014-10-12,2014-10-26,3
C.403,2014-10-12,2014-11-23,6
U.403,2014-10-12,2014-11-23,7
e.403,2014-10-13,2014-11-26,28
p.403,2014-10-13,2014-11-26,27
2.403,2014-10-13,2014-11-28,34
7.403,2014-10-13,2014-11-28,34
A.403,2014-10-13,2014-11-28,34
E.403,2014-10-13,2014-11-28,34
t.403,2014-10-13,2014-11-28,34
W.403,2014-10-13,2014-11-28,34
q.399,2014-10-17,2014-10-17,1
q.401,2014-10-17,2014-10-17,1
