"ogc_fid","rte","dir","rte_desc","dir_desc","type","stop_seq","stop_id","stop_name","jurisdic","zipcode","frequent"
818,25,0,"25-Glisan/Rockwood","To Gateway Transit Center","BUS",950,2075,"NE Glisan & 176th","Gresham","97230","False"
819,25,0,"25-Glisan/Rockwood","To Gateway Transit Center","BUS",1200,2066,"NE Glisan & 162nd","Portland","97230","False"
820,25,0,"25-Glisan/Rockwood","To Gateway Transit Center","BUS",1300,2061,"NE Glisan & 157th","Portland","97230","False"
821,25,0,"25-Glisan/Rockwood","To Gateway Transit Center","BUS",1500,2054,"NE Glisan & 148th","Portland","97230","False"
822,25,0,"25-Glisan/Rockwood","To Gateway Transit Center","BUS",1750,2043,"NE Glisan & 136th","Portland","97230","False"
823,25,0,"25-Glisan/Rockwood","To Gateway Transit Center","BUS",2000,2034,"NE Glisan & 122nd","Portland","97230","False"
824,25,0,"25-Glisan/Rockwood","To Gateway Transit Center","BUS",850,2081,"NE Glisan & 181st","Gresham","97230","False"
825,25,0,"25-Glisan/Rockwood","To Gateway Transit Center","BUS",1000,2073,"NE Glisan & 172nd","Gresham","97230","False"
826,25,0,"25-Glisan/Rockwood","To Gateway Transit Center","BUS",1150,2068,"NE Glisan & 165th","Gresham","97230","False"
827,25,0,"25-Glisan/Rockwood","To Gateway Transit Center","BUS",1250,2064,"NE Glisan & 160th","Portland","97230","False"
828,25,0,"25-Glisan/Rockwood","To Gateway Transit Center","BUS",1400,2057,"NE Glisan & 152nd","Portland","97230","False"
829,25,0,"25-Glisan/Rockwood","To Gateway Transit Center","BUS",1650,2047,"NE Glisan & 141st","Portland","97230","False"
830,25,0,"25-Glisan/Rockwood","To Gateway Transit Center","BUS",1900,2037,"NE Glisan & 128th","Portland","97230","False"
831,25,0,"25-Glisan/Rockwood","To Gateway Transit Center","BUS",2200,2025,"NE Glisan & 113th","Portland","97220","False"
832,25,0,"25-Glisan/Rockwood","To Gateway Transit Center","BUS",2300,2021,"NE Glisan & 108th","Portland","97220","False"
833,25,0,"25-Glisan/Rockwood","To Gateway Transit Center","BUS",2450,2016,"NE Glisan & 102nd","Portland","97220","False"
834,25,0,"25-Glisan/Rockwood","To Gateway Transit Center","BUS",2550,4288,"10000 Block NE Pacific St","Portland","97220","False"
835,25,0,"25-Glisan/Rockwood","To Gateway Transit Center","BUS",1100,2070,"NE Glisan & 167th Pl","Gresham","97230","False"
836,25,0,"25-Glisan/Rockwood","To Gateway Transit Center","BUS",2100,2029,"NE Glisan & 117th","Portland","97220","False"
837,25,0,"25-Glisan/Rockwood","To Gateway Transit Center","BUS",1600,2050,"NE Glisan & 143rd","Portland","97230","False"
838,25,0,"25-Glisan/Rockwood","To Gateway Transit Center","BUS",2400,2017,"NE Glisan & 104th","Portland","97220","False"
839,25,0,"25-Glisan/Rockwood","To Gateway Transit Center","BUS",1350,2059,"NE Glisan & 155th","Portland","97230","False"
840,25,0,"25-Glisan/Rockwood","To Gateway Transit Center","BUS",2600,8321,"9800 Block NE Pacific St","Portland","97220","False"
841,25,0,"25-Glisan/Rockwood","To Gateway Transit Center","BUS",2625,8194,"Gateway TC (Drop off only stop)","Portland","97220","False"
842,25,0,"25-Glisan/Rockwood","To Gateway Transit Center","BUS",1800,2041,"NE Glisan & 133rd","Portland","97230","False"
843,25,0,"25-Glisan/Rockwood","To Gateway Transit Center","BUS",2050,13071,"NE Glisan & 120th","Portland","97220","False"
844,25,0,"25-Glisan/Rockwood","To Gateway Transit Center","BUS",1950,13480,"NE Glisan & 127th","Portland","97230","False"
845,25,0,"25-Glisan/Rockwood","To Gateway Transit Center","BUS",600,13320,"SE 185th Ave/Rockwood","Gresham","97233","False"
846,25,0,"25-Glisan/Rockwood","To Gateway Transit Center","BUS",650,5390,"SE Stark & 182nd","Gresham","97233","False"
847,25,0,"25-Glisan/Rockwood","To Gateway Transit Center","BUS",700,6921,"SE 181st & Oak","Gresham","97233","False"
848,25,0,"25-Glisan/Rockwood","To Gateway Transit Center","BUS",750,6914,"NE 181st & E Burnside","Gresham","97230","False"
849,25,0,"25-Glisan/Rockwood","To Gateway Transit Center","BUS",800,6918,"NE 181st & Everett Ct","Gresham","97230","False"
850,29,1,"29-Lake/Webster Rd","To Milwaukie","BUS",201,8050,"SE 82nd & Sunnyside Dr","Clackamas Co.","97086","False"
851,29,1,"29-Lake/Webster Rd","To Milwaukie","BUS",800,4938,"SE Roots & Lark","Clackamas Co.","97267","False"
852,29,1,"29-Lake/Webster Rd","To Milwaukie","BUS",900,4941,"SE Roots & Rickshire","Clackamas Co.","97267","False"
853,29,1,"29-Lake/Webster Rd","To Milwaukie","BUS",950,4943,"SE Webster & Roots","Clackamas Co.","97267","False"
854,29,1,"29-Lake/Webster Rd","To Milwaukie","BUS",1150,6195,"SE Webster & Cypress","Clackamas Co.","97267","False"
855,29,1,"29-Lake/Webster Rd","To Milwaukie","BUS",1200,6211,"SE Webster & Thiessen","Clackamas Co.","97267","False"
856,29,1,"29-Lake/Webster Rd","To Milwaukie","BUS",1400,6199,"SE Webster & Lake","Clackamas Co.","97267","False"
857,29,1,"29-Lake/Webster Rd","To Milwaukie","BUS",1450,3337,"6600 Block SE Lake","Clackamas Co.","97222","False"
858,29,1,"29-Lake/Webster Rd","To Milwaukie","BUS",1700,3332,"SE Lake & Lena/51st","Clackamas Co.","97222","False"
859,29,1,"29-Lake/Webster Rd","To Milwaukie","BUS",1750,3334,"SE Lake & Mintone","Clackamas Co.","97222","False"
860,29,1,"29-Lake/Webster Rd","To Milwaukie","BUS",1850,10149,"SE Lake & Freeman Way","Milwaukie","97222","False"
861,29,1,"29-Lake/Webster Rd","To Milwaukie","BUS",2000,3354,"SE Lake & 36th","Milwaukie","97222","False"
862,29,1,"29-Lake/Webster Rd","To Milwaukie","BUS",2100,7410,"SE 34th & Wister","Milwaukie","97222","False"
863,29,1,"29-Lake/Webster Rd","To Milwaukie","BUS",2150,7407,"SE 34th & Sellwood","Milwaukie","97222","False"
864,29,1,"29-Lake/Webster Rd","To Milwaukie","BUS",2250,6141,"SE Washington & Oak","Milwaukie","97222","False"
865,29,1,"29-Lake/Webster Rd","To Milwaukie","BUS",2300,6157,"SE Washington & 29th","Milwaukie","97222","False"
866,29,1,"29-Lake/Webster Rd","To Milwaukie","BUS",2400,6153,"SE Washington & 25th","Milwaukie","97222","False"
867,29,1,"29-Lake/Webster Rd","To Milwaukie","BUS",1425,10644,"SE Lake & Hwy 224","Clackamas Co.","97222","False"
868,29,1,"29-Lake/Webster Rd","To Milwaukie","BUS",151,8006,"SE 82nd & McBride","Clackamas Co.","97086","False"
869,29,1,"29-Lake/Webster Rd","To Milwaukie","BUS",300,7975,"SE 82nd & Harmony","Clackamas Co.","97015","False"
870,29,1,"29-Lake/Webster Rd","To Milwaukie","BUS",700,4937,"SE Roots & Johnson","Clackamas Co.","97015","False"
871,29,1,"29-Lake/Webster Rd","To Milwaukie","BUS",850,4934,"SE Roots & 79th","Clackamas Co.","97267","False"
872,29,1,"29-Lake/Webster Rd","To Milwaukie","BUS",1100,6191,"SE Webster & Clackamas","Clackamas Co.","97267","False"
873,29,1,"29-Lake/Webster Rd","To Milwaukie","BUS",1250,6207,"SE Webster & Pine Creek","Clackamas Co.","97267","False"
874,29,1,"29-Lake/Webster Rd","To Milwaukie","BUS",1350,6209,"SE Webster & Savanna","Clackamas Co.","97267","False"
875,29,1,"29-Lake/Webster Rd","To Milwaukie","BUS",1500,9615,"6400 Block SE Lake","Clackamas Co.","97222","False"
876,29,1,"29-Lake/Webster Rd","To Milwaukie","BUS",1600,3340,"SE Lake & Rusk","Clackamas Co.","97222","False"
877,29,1,"29-Lake/Webster Rd","To Milwaukie","BUS",2050,3352,"SE Lake & 34th","Milwaukie","97222","False"
878,29,1,"29-Lake/Webster Rd","To Milwaukie","BUS",400,11963,"SE Johnson & Lake","Clackamas Co.","97267","False"
879,29,1,"29-Lake/Webster Rd","To Milwaukie","BUS",450,11964,"14400 Block SE Johnson","Clackamas Co.","97267","False"
880,29,1,"29-Lake/Webster Rd","To Milwaukie","BUS",500,11965,"SE Johnson & Thiessen","Clackamas Co.","97267","False"
881,29,1,"29-Lake/Webster Rd","To Milwaukie","BUS",550,11966,"SE Johnson & Cypress","Clackamas Co.","97267","False"
882,29,1,"29-Lake/Webster Rd","To Milwaukie","BUS",600,11967,"SE Clackamas Rd & Johnson","Clackamas Co.","97015","False"
883,29,1,"29-Lake/Webster Rd","To Milwaukie","BUS",650,11968,"SE McKinley & Hood","Clackamas Co.","97015","False"
884,29,1,"29-Lake/Webster Rd","To Milwaukie","BUS",350,10446,"SE 82nd & Sunnybrook","Clackamas Co.","97015","False"
885,29,1,"29-Lake/Webster Rd","To Milwaukie","BUS",1050,6187,"SE Webster & Bixel","Clackamas Co.","97267","False"
886,29,1,"29-Lake/Webster Rd","To Milwaukie","BUS",1650,3329,"SE Lake & Harmony","Clackamas Co.","97222","False"
887,29,1,"29-Lake/Webster Rd","To Milwaukie","BUS",1950,3326,"SE Lake & Boss","Milwaukie","97222","False"
888,29,1,"29-Lake/Webster Rd","To Milwaukie","BUS",2200,7409,"SE 34th & Washington","Milwaukie","97222","False"
889,29,1,"29-Lake/Webster Rd","To Milwaukie","BUS",75,12922,"Clackamas Town Center Mall","Clackamas Co.","97086","False"
890,29,1,"29-Lake/Webster Rd","To Milwaukie","BUS",1550,3323,"6200 Block SE Lake","Clackamas Co.","97222","False"
891,29,1,"29-Lake/Webster Rd","To Milwaukie","BUS",1900,13148,"SE Lake & Vernie/41st Ct","Milwaukie","97222","False"
892,29,1,"29-Lake/Webster Rd","To Milwaukie","BUS",50,13248,"Clackamas Town Center Transit Center","Clackamas Co.","97015","False"
893,29,1,"29-Lake/Webster Rd","To Milwaukie","BUS",2450,8225,"SE Jackson & 21st","Milwaukie","97222","False"
894,29,1,"29-Lake/Webster Rd","To Milwaukie","BUS",2425,6151,"SE Washington & 23rd","Milwaukie","97222","False"
895,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",800,3612,"SW Macadam & Hamilton Ct","Portland","97239","False"
896,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",1200,3620,"SW Macadam & Nevada","Portland","97219","False"
897,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",1450,4909,"SW Riverside & Riverwood","Multnomah Co.","97219","False"
898,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",1550,4900,"SW Riverside & Military","Multnomah Co.","97219","False"
899,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",1600,4898,"SW Riverside & Breyman","Multnomah Co.","97219","False"
900,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",1800,5506,"N State & B Ave","Lake Oswego","97034","False"
901,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",1850,147,"B Ave & Second St","Lake Oswego","97034","False"
902,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",2050,5510,"N State & Foothills","Lake Oswego","97034","False"
903,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",2150,5511,"S State & Middlecrest","Lake Oswego","97034","False"
904,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",2250,3816,"McVey & Lakefront","Lake Oswego","97034","False"
905,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",2300,3813,"McVey & Cornell","Lake Oswego","97034","False"
906,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",2400,5309,"South Shore & Patton","Lake Oswego","97034","False"
907,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",2500,5301,"South Shore & Greentree","Lake Oswego","97034","False"
908,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",2550,5298,"South Shore & Edgecliff","Lake Oswego","97034","False"
909,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",2600,5285,"1700 Block South Shore","Lake Oswego","97034","False"
910,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",2650,5295,"South Shore & Cedar Ct","Lake Oswego","97034","False"
911,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",2700,5296,"South Shore & Fernwood","Lake Oswego","97034","False"
912,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",2800,5288,"2500 Block South Shore","Lake Oswego","97034","False"
913,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",2850,5300,"South Shore & Greenbrier","Lake Oswego","97034","False"
914,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",2900,5297,"South Shore & Cedar Rd","Lake Oswego","97034","False"
915,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",3350,3031,"Jean Rd & Bryant","Lake Oswego","97035","False"
916,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",3450,3036,"Jean Rd & Schalit","Lake Oswego","97035","False"
917,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",3500,3033,"SW Jean Rd & Tualata","Lake Oswego","97035","False"
918,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",4350,7879,"Tualatin Park & Ride","Tualatin","97224","False"
919,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",850,3615,"SW Macadam & Julia","Portland","97239","False"
920,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",1000,3624,"SW Macadam & Pendleton","Portland","97239","False"
921,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",1100,3614,"SW Macadam & Nebraska","Portland","97239","False"
922,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",1350,4905,"SW Riverside & Radcliffe","Multnomah Co.","97219","False"
923,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",1500,4902,"SW Riverside & Palatine Hill","Multnomah Co.","97219","False"
924,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",1650,4899,"SW Riverside & Midvale","Clackamas Co.","97034","False"
925,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",1900,8208,"Lake Oswego Transit Center","Lake Oswego","97034","False"
926,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",2100,5513,"N State & North Shore","Lake Oswego","97034","False"
927,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",2200,3812,"600 Block McVey","Lake Oswego","97034","False"
928,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",2350,3817,"McVey & Oak","Lake Oswego","97034","False"
929,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",900,3604,"SW Macadam & Boundary","Portland","97239","False"
930,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",2450,5286,"1800 Block South Shore (Park & Ride)","Lake Oswego","97034","False"
931,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",2950,5306,"South Shore & Maple","Lake Oswego","97034","False"
932,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",3000,5289,"3800 Block South Shore","Lake Oswego","97035","False"
933,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",3050,5290,"4100 Block South Shore","Lake Oswego","97035","False"
934,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",3100,5292,"4300 Block South Shore","Lake Oswego","97035","False"
935,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",3150,3364,"4400 Block Lakeview","Lake Oswego","97035","False"
936,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",3250,669,"Bryant & Wildwood","Lake Oswego","97035","False"
937,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",3300,667,"17500 Block Bryant","Lake Oswego","97035","False"
938,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",3200,13044,"Bryant & Lamont Way","Lake Oswego","97035","False"
939,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",300,7586,"SW 5th & Alder","Portland","97204","False"
940,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",350,7614,"SW 5th & Main","Portland","97204","False"
941,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",400,13167,"SW 5th & Clay","Portland","97201","False"
942,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",450,2580,"SW Harrison & 4th","Portland","97201","False"
943,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",500,2566,"200 Block SW Harrison","Portland","97201","False"
944,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",1400,4906,"SW Riverside & Riverdale","Multnomah Co.","97219","False"
945,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",1700,4894,"SW Riverside & Briarwood","Clackamas Co.","97034","False"
946,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",1750,5507,"N State & D Ave","Lake Oswego","97034","False"
947,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",250,7631,"SW 5th & Pine","Portland","97204","False"
948,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",700,12880,"SW Moody & Gaines","Portland","97239","False"
949,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",750,13183,"SW Moody & Thomas","Portland","97239","False"
950,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",600,13601,"SW Moody & Meade South","Portland","97201","False"
951,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",650,12760,"SW Moody & Gibbs","Portland","97239","False"
952,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",550,13994,"SW Moody & River Pkwy","Portland","97201","False"
953,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",2000,3,"A Ave & Second St","Lake Oswego","97034","False"
954,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",3700,13854,"Jean Rd & Pilkington","Lake Oswego","97035","False"
955,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",3900,13855,"Jean Rd & Jean Way","Lake Oswego","97035","False"
956,36,0,"36-South Shore","To Tualatin Park & Ride","BUS",4100,12852,"SW Lower Boones Ferry & 65th","Tualatin","97035","False"
957,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",3200,7879,"Tualatin Park & Ride","Tualatin","97224","False"
958,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",1150,5794,"9800 Block SW Terwilliger","Portland","97219","False"
959,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",1850,3863,"McNary & Condolea","Lake Oswego","97035","False"
960,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",2650,3296,"Kruse Way & Kruse Oaks","Lake Oswego","97035","False"
961,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",450,1927,"SW Naito Parkway & Harrison","Portland","97201","False"
962,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",475,8770,"SW Naito Parkway & Sheridan","Portland","97201","False"
963,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",700,207,"SW Barbur & 3rd","Portland","97219","False"
964,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",850,5816,"SW Terwilliger & Carson","Portland","97219","False"
965,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",900,5807,"SW Terwilliger & Taylors Ferry","Portland","97219","False"
966,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",1000,5802,"SW Terwilliger & Primrose","Portland","97219","False"
967,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",1350,506,"SW Boones Ferry Rd & Arnold","Portland","97219","False"
968,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",1525,9406,"SW Boones Ferry Rd & 13th Ct","Portland","97219","False"
969,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",1600,581,"SW Boones Ferry Rd & 22nd","Portland","97035","False"
970,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",1700,2250,"Greenridge & Greenridge Ct","Lake Oswego","97035","False"
971,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",1750,2247,"200 Block Greenridge","Lake Oswego","97035","False"
972,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",2000,3040,"Jefferson & Independence","Lake Oswego","97035","False"
973,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",2150,3141,"Kerr & Touchstone","Lake Oswego","97035","False"
974,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",2250,3137,"Kerr & The Grotto","Lake Oswego","97035","False"
975,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",2350,553,"Boones Ferry Rd & Rainbow","Lake Oswego","97035","False"
976,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",2400,568,"Boones Ferry Rd & Twin Fir","Lake Oswego","97035","False"
977,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",2500,3297,"Kruse Way & Daniel Way","Lake Oswego","97035","False"
978,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",2550,3294,"Kruse Way & Carman","Lake Oswego","97035","False"
979,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",2800,7896,"14100 Block SW 72nd","Tigard","97224","False"
980,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",2850,7868,"SW 72nd & Bonita","Tigard","97224","False"
981,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",2950,7878,"SW 72nd & Kable","Tigard","97224","False"
982,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",3050,7866,"16500 Block SW 72nd","Tigard","97224","False"
983,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",3075,9047,"SW 72nd & Durham Rd","Tigard","97224","False"
984,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",3150,7880,"Tualatin Park & Ride","Tualatin","97224","False"
985,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",500,173,"SW Barbur & Hamilton","Portland","97239","False"
986,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",600,188,"SW Barbur & Capitol Hwy","Portland","97239","False"
987,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",800,5808,"SW Terwilliger & 6th","Portland","97219","False"
988,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",950,5799,"SW Terwilliger & Lobelia","Portland","97219","False"
989,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",1050,5780,"SW Terwilliger & Alice","Portland","97219","False"
990,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",1200,5779,"SW Terwilliger & Maplecrest","Portland","97219","False"
991,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",1300,516,"SW Boones Ferry Rd & Colony Dr","Portland","97219","False"
992,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",1450,520,"SW Boones Ferry Rd & Coronado","Portland","97219","False"
993,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",1650,3995,"Monroe & Boones Ferry Rd","Lake Oswego","97035","False"
994,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",1800,2251,"Greenridge & SW Monroe Pkwy","Lake Oswego","97035","False"
995,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",2200,3134,"Kerr & Tanglewood","Lake Oswego","97035","False"
996,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",2300,3127,"Kerr & Boones Ferry Rd","Lake Oswego","97035","False"
997,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",2450,536,"Boones Ferry Rd & Kruse Way Pl","Lake Oswego","97035","False"
998,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",2600,3300,"Kruse Way & Westlake Dr","Lake Oswego","97035","False"
999,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",2700,7876,"SW 72nd & Hunziker","Tigard","97223","False"
1000,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",2760,9469,"13900 Block SW 72nd","Tigard","97223","False"
1001,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",3000,5973,"15800 Block SW 72nd","Tigard","97224","False"
1002,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",3100,11945,"17000 Block SW 72nd","Tigard","97224","False"
1003,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",1900,11804,"3400 Block McNary","Lake Oswego","97035","False"
1004,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",200,9044,"SW Columbia & 10th","Portland","97201","False"
1005,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",250,1108,"SW Columbia & Park Ave","Portland","97201","False"
1006,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",350,12795,"SW Columbia & 1st","Portland","97201","False"
1007,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",550,155,"4900 Block SW Barbur","Portland","97239","False"
1008,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",1950,3045,"SW Jefferson & McNary","Lake Oswego","97035","False"
1009,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",1250,583,"SW Boones Ferry Rd & 4th","Portland","97219","False"
1010,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",1550,515,"SW Boones Ferry Rd & Clara Ln","Portland","97034","False"
1011,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",2875,13583,"72nd & Cardinal","Tigard","97224","False"
1012,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",650,181,"SW Barbur & Parkhill Dr","Portland","97239","False"
1013,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",1500,566,"SW Boones Ferry Rd & Stephenson","Portland","97219","False"
1014,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",2730,13590,"SW 72nd & Cherry Dr","Tigard","97223","False"
1015,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",150,3049,"SW Jefferson & 10th","Portland","97205","False"
1016,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",1400,13891,"SW Boones Ferry & Trillium","Portland","97219","False"
1017,38,0,"38-Boones Ferry Rd","To Tualatin Park & Ride","BUS",300,12794,"SW Columbia between 5th & 4th","Portland","97201","False"
1018,43,1,"43-Taylors Ferry Rd","To Portland","BUS",2300,7420,"SW 35th & Indian Hills Apts","Portland","97219","False"
1019,43,1,"43-Taylors Ferry Rd","To Portland","BUS",2400,5723,"SW Taylors Ferry & 28th","Portland","97219","False"
1020,43,1,"43-Taylors Ferry Rd","To Portland","BUS",2450,5721,"SW Taylors Ferry & 26th","Portland","97219","False"
1021,43,1,"43-Taylors Ferry Rd","To Portland","BUS",2600,5714,"SW Taylors Ferry & 17th","Portland","97219","False"
1022,43,1,"43-Taylors Ferry Rd","To Portland","BUS",2800,5699,"SW Taylors Ferry & Dolph","Portland","97219","False"
1023,43,1,"43-Taylors Ferry Rd","To Portland","BUS",2850,5710,"SW Taylors Ferry & 11th","Portland","97219","False"
1024,43,1,"43-Taylors Ferry Rd","To Portland","BUS",3000,5706,"SW Taylors Ferry & Terwilliger","Portland","97219","False"
1025,43,1,"43-Taylors Ferry Rd","To Portland","BUS",3550,4102,"SW Nebraska & Corbett","Portland","97239","False"
1026,43,1,"43-Taylors Ferry Rd","To Portland","BUS",3700,1149,"SW Corbett & Pendleton","Portland","97239","False"
1027,43,1,"43-Taylors Ferry Rd","To Portland","BUS",3750,1135,"SW Corbett & Flower","Portland","97239","False"
1028,43,1,"43-Taylors Ferry Rd","To Portland","BUS",3800,1129,"SW Corbett & Boundary St","Portland","97239","False"
1029,43,1,"43-Taylors Ferry Rd","To Portland","BUS",3850,1146,"SW Corbett & Mitchell","Portland","97239","False"
1030,43,1,"43-Taylors Ferry Rd","To Portland","BUS",4000,1141,"SW Corbett & Hamilton","Portland","97239","False"
1031,43,1,"43-Taylors Ferry Rd","To Portland","BUS",4200,1136,"SW Corbett & Gaines","Portland","97239","False"
