HWYNAME,HWYNUMB,ST_HWY_SFX,RDWY_ID,MLGE_TYP,OVLP_CD,MP,MP_DESC,MP_DISP,LRS_KEY,LRM_KEY,LAT,LONGTD,HRZ_COL_M,CRD_RF_DTM,EFFECTV_DT,GIS_PRC_DT
PAULINA,380,00,1,0,0,15.98,MILEPOST 16.00,16.00,038000100S00,38000I00,44.1854294,-120.6297957,3,NAD 83,2014,07/14/2015
PAULINA,380,00,1,0,0,46.98,MILEPOST 47.00,47.00,038000100S00,38000I00,44.0975067,-120.0878569,3,NAD 83,2014,07/14/2015
PENDLETON-JOHN DAY,028,00,1,0,0,111.04,MILEPOST 111.00,111.00,002800100S00,02800I00,44.5088522,-119.0396304,3,NAD 83,2014,07/14/2015
PENDLETON-JOHN DAY,028,00,1,0,0,111.98,MILEPOST 112.00,112.00,002800100S00,02800I00,44.4968477,-119.0311836,3,NAD 83,2014,07/14/2015
HEPPNER,052,00,1,0,0,4.97,MILEPOST 5.00,5.00,005200100S00,05200I00,45.7226404,-120.036716,3,NAD 83,2014,07/14/2015
HEPPNER,052,00,1,0,0,14.97,MILEPOST 15.00,15.00,005200100S00,05200I00,45.6062549,-119.9493585,3,NAD 83,2014,07/14/2015
HEPPNER,052,00,1,0,0,27.96,MILEPOST 28.00,28.00,005200100S00,05200I00,45.5025909,-119.8260769,3,NAD 83,2014,07/14/2015
WARM SPRINGS,053,00,1,0,0,82.06,MILEPOST 82.00,82.00,005300100S00,05300I00,45.007552,-121.4984541,3,NAD 83,2014,07/14/2015
MCKENZIE,015,00,1,0,0,22,MILEPOST 22.00,22.00,001500100S00,01500I00,44.1190187,-122.6402856,3,NAD 83,2014,07/14/2015
MCKENZIE,015,00,1,0,0,63.96,MILEPOST 64.00,64.00,001500100S00,01500I00,44.1669977,-121.9322843,3,NAD 83,2014,07/14/2015
MCKENZIE,015,00,1,0,0,64.97,MILEPOST 65.00,65.00,001500100S00,01500I00,44.1718607,-121.9215315,3,NAD 83,2014,07/14/2015
MCKENZIE,015,00,1,0,0,65.97,MILEPOST 66.00,66.00,001500100S00,01500I00,44.1765936,-121.911987,3,NAD 83,2014,07/14/2015
MCKENZIE,015,00,1,0,0,66.99,MILEPOST 67.00,67.00,001500100S00,01500I00,44.1812185,-121.9072241,3,NAD 83,2014,07/14/2015
MCKENZIE,015,00,1,0,0,81.04,MILEPOST 81.00,81.00,001500100S00,01500I00,44.2916181,-121.7570041,3,NAD 83,2014,07/14/2015
MCKENZIE,015,00,1,0,0,82.04,MILEPOST 82.00,82.00,001500100S00,01500I00,44.2991763,-121.7413549,3,NAD 83,2014,07/14/2015
MCKENZIE,015,00,1,0,0,83.01,MILEPOST 83.00,83.00,001500100S00,01500I00,44.3052755,-121.7243307,3,NAD 83,2014,07/14/2015
MCKENZIE,015,00,1,0,0,84,MILEPOST 84.00,84.00,001500100S00,01500I00,44.3076223,-121.7058403,3,NAD 83,2014,07/14/2015
TUALATIN VALLEY,029,00,1,0,0,35.99,MILEPOST 36.00,36.00,002900100S00,02900I00,45.3209452,-123.1770071,3,NAD 83,2014,07/14/2015
WILLAMINA-SALEM,030,00,1,0,0,11,MILEPOST 11.00,11.00,003000100S00,03000I00,44.9753915,-123.3125673,3,NAD 83,2014,07/14/2015
WILLAMINA-SALEM,030,00,1,0,0,12,MILEPOST 12.00,12.00,003000100S00,03000I00,44.9668315,-123.2961721,3,NAD 83,2014,07/14/2015
OLDS FERRY-ONTARIO,455,00,1,0,0,15,MILEPOST 15.00,15.00,045500100S00,45500I00,44.1772904,-116.9618492,3,NAD 83,2014,07/14/2015
OLDS FERRY-ONTARIO,455,00,1,0,0,15.99,MILEPOST 16.00,16.00,045500100S00,45500I00,44.1692938,-116.9451148,3,NAD 83,2014,07/14/2015
I.O.N.,456,00,1,0,0,18.02,MILEPOST 18.00,18.00,045600100S00,45600I00,43.0073239,-117.0652196,3,NAD 83,2014,07/14/2015
MCKENZIE,015,00,1,0,0,50,MILEPOST 50.00,50.00,001500100S00,01500I00,44.1767276,-122.1698686,3,NAD 83,2014,07/14/2015
MCKENZIE,015,00,1,0,0,78.12,MILEPOST 78.00,78.00,001500100S00,01500I00,44.2638183,-121.7908899,3,NAD 83,2014,07/14/2015
MCKENZIE,015,00,1,0,0,79.09,MILEPOST 79.00,79.00,001500100S00,01500I00,44.2734535,-121.7798742,3,NAD 83,2014,07/14/2015
MCKENZIE,015,00,1,0,0,80.07,MILEPOST 80.00,80.00,001500100S00,01500I00,44.2824969,-121.7703278,3,NAD 83,2014,07/14/2015
MCKENZIE,015,00,1,0,0,88,MILEPOST 88.00,88.00,001500100S00,01500I00,44.3091301,-121.6313875,3,NAD 83,2014,07/14/2015
COOS BAY-ROSEBURG,035,00,1,0,0,30,MILEPOST 30.00,30.00,003500100S00,03500I00,43.0265599,-124.0171359,3,NAD 83,2014,07/14/2015
COOS BAY-ROSEBURG,035,00,1,0,0,50.01,MILEPOST 50.00,50.00,003500100S00,03500I00,42.9862218,-123.7348091,3,NAD 83,2014,07/14/2015
COOS BAY-ROSEBURG,035,00,1,0,0,51,MILEPOST 51.00,51.00,003500100S00,03500I00,42.9950319,-123.7235469,3,NAD 83,2014,07/14/2015
PACIFIC HIGHWAY WEST,091,00,1,0,0,51.94,MILEPOST 52.00,52.00,009100100S00,09100I00,45.0111347,-123.2082344,3,NAD 83,2014,07/14/2015
PACIFIC HIGHWAY WEST,091,00,1,0,0,52.95,MILEPOST 53.00,53.00,009100100S00,09100I00,44.9973002,-123.2112149,3,NAD 83,2014,07/14/2015
PACIFIC HIGHWAY WEST,091,00,1,0,0,54.02,MILEPOST 54.00,54.00,009100100S00,09100I00,44.9826339,-123.2181981,3,NAD 83,2014,07/14/2015
PACIFIC HIGHWAY WEST,091,00,1,0,0,73.99,MILEPOST 74.00,74.00,009100100S00,09100I00,44.696541,-123.2203592,3,NAD 83,2014,07/14/2015
PACIFIC HIGHWAY WEST,091,00,1,0,0,88,MILEPOST 88.00,88.00,009100100S00,09100I00,44.5010475,-123.2705374,3,NAD 83,2014,07/14/2015
EDDYVILLE-BLODGETT,180,00,1,0,0,15.64,MILEPOST 16.00,16.00,018000100S00,18000I00,44.6228766,-123.5619808,3,NAD 83,2014,07/14/2015
SILETZ,181,00,1,0,0,3.97,MILEPOST 4.00,4.00,018100100S00,18100I00,44.8853895,-123.9389482,3,NAD 83,2014,07/14/2015
SANTIAM,016,00,1,0,0,31.97,MILEPOST 32.00,32.00,001600100S00,01600I00,44.4084823,-122.6396211,3,NAD 83,2014,07/14/2015
SANTIAM,016,00,1,0,0,49.03,MILEPOST 49.00,49.00,001600100S00,01600I00,44.398761,-122.3433683,3,NAD 83,2014,07/14/2015
COOS BAY-ROSEBURG,035,00,1,0,0,65.02,MILEPOST 65.00,65.00,003500100S00,03500I00,43.0999809,-123.5553525,3,NAD 83,2014,07/14/2015
WILSON RIVER,037,00,1,0,0,15.02,MILEPOST 15.00,15.00,003700100S00,03700I00,45.5111931,-123.6141962,3,NAD 83,2014,07/14/2015
LA GRANDE-BAKER,066,00,1,0,0,3,MILEPOST 3.00,3.00,006600100S00,06600I00,45.3177843,-118.0746303,3,NAD 83,2014,07/14/2015
LA GRANDE-BAKER,066,00,1,0,0,23.09,MILEPOST 23.00,23.00,006600100S00,06600I00,45.1255135,-117.8421451,3,NAD 83,2014,07/14/2015
LA GRANDE-BAKER,066,00,1,0,0,23.99,MILEPOST 24.00,24.00,006600100S00,06600I00,45.1135589,-117.8361042,3,NAD 83,2014,07/14/2015
LA GRANDE-BAKER,066,00,1,0,0,35,MILEPOST 35.00,35.00,006600100S00,06600I00,44.9877443,-117.9219799,3,NAD 83,2014,07/14/2015
WASCO-HEPPNER,300,00,1,0,0,82.97,MILEPOST 83.00,83.00,030000100S00,30000I00,45.3384369,-119.5610157,3,NAD 83,2014,07/14/2015
LEXINGTON-ECHO,320,00,1,0,0,1.01,MILEPOST 1.00,1.00,032000100S00,32000I00,45.4594556,-119.6781328,3,NAD 83,2014,07/14/2015
LEXINGTON-ECHO,320,00,1,0,0,9.97,MILEPOST 10.00,10.00,032000100S00,32000I00,45.557845,-119.6003945,3,NAD 83,2014,07/14/2015
LEXINGTON-ECHO,320,00,1,0,0,13.96,MILEPOST 14.00,14.00,032000100S00,32000I00,45.5901518,-119.5361753,3,NAD 83,2014,07/14/2015
LEXINGTON-ECHO,320,00,1,0,0,14.97,MILEPOST 15.00,15.00,032000100S00,32000I00,45.6000623,-119.521459,3,NAD 83,2014,07/14/2015
ALBANY-JUNCTION CITY,058,00,1,0,0,2.96,MILEPOST 3.00,3.00,005800100S00,05800I00,44.6244991,-123.1088307,3,NAD 83,2014,07/14/2015
THE DALLES-CALIFORNIA,004,00,1,0,0,239.02,MILEPOST 239.00,239.00,000400100S00,00400I00,42.706205,-121.8486092,3,NAD 83,2014,07/14/2015
THE DALLES-CALIFORNIA,004,00,1,0,0,239.98,MILEPOST 240.00,240.00,000400100S00,00400I00,42.6926836,-121.8525357,3,NAD 83,2014,07/14/2015
THE DALLES-CALIFORNIA,004,00,1,0,0,242.02,MILEPOST 242.00,242.00,000400100S00,00400I00,42.6656389,-121.8642163,3,NAD 83,2014,07/14/2015
GREEN SPRINGS,021,00,1,0,0,19,MILEPOST 19.00,19.00,002100100S00,02100I00,42.1147369,-122.4425104,3,NAD 83,2014,07/14/2015
GREEN SPRINGS,021,00,1,0,0,41.95,MILEPOST 42.00,42.00,002100100S00,02100I00,42.1249805,-122.0572671,3,NAD 83,2014,07/14/2015
OCHOCO,041,00,1,0,0,23.03,MILEPOST 23.00,23.00,004100100S00,04100I00,44.3051184,-120.7609272,3,NAD 83,2014,07/14/2015
OCHOCO,041,00,1,0,0,57.02,MILEPOST 57.00,57.00,004100100S00,04100I00,44.5631157,-120.3039002,3,NAD 83,2014,07/14/2015
OCHOCO,041,00,1,0,0,58.02,MILEPOST 58.00,58.00,004100100S00,04100I00,44.5731489,-120.2889186,3,NAD 83,2014,07/14/2015
WHITNEY,071,00,1,0,0,32.86,MILEPOST 33.00,33.00,007100100S00,07100I00,44.6882506,-118.0191817,3,NAD 83,2014,07/14/2015
WHITNEY,071,00,1,0,0,33.83,MILEPOST 34.00,34.00,007100100S00,07100I00,44.6787766,-118.0052158,3,NAD 83,2014,07/14/2015
GREEN SPRINGS,021,00,1,0,0,2.06,MILEPOST 2.00,2.00,002100100S00,02100I00,42.1816745,-122.6546502,3,NAD 83,2014,07/14/2015
GREEN SPRINGS,021,00,1,0,0,3.09,MILEPOST 3.00,3.00,002100100S00,02100I00,42.1711935,-122.64117,3,NAD 83,2014,07/14/2015
GREEN SPRINGS,021,00,1,0,0,35.97,MILEPOST 36.00,36.00,002100100S00,02100I00,42.1153724,-122.1411339,3,NAD 83,2014,07/14/2015
GREEN SPRINGS,021,00,1,0,0,39,MILEPOST 39.00,39.00,002100100S00,02100I00,42.1155649,-122.0872421,3,NAD 83,2014,07/14/2015
GREEN SPRINGS,021,00,1,0,0,39.98,MILEPOST 40.00,40.00,002100100S00,02100I00,42.1111687,-122.0717124,3,NAD 83,2014,07/14/2015
GREEN SPRINGS,021,00,1,0,0,40.95,MILEPOST 41.00,41.00,002100100S00,02100I00,42.1176023,-122.0690793,3,NAD 83,2014,07/14/2015
POWERS,242,00,1,0,0,2.03,MILEPOST 2.00,2.00,024200100S00,24200I00,43.0128021,-124.1397444,3,NAD 83,2014,07/14/2015
COQUILLE-BANDON,244,00,1,0,0,2.03,MILEPOST 2.00,2.00,024400100S00,24400I00,43.1289646,-124.3641033,3,NAD 83,2014,07/14/2015
COQUILLE-BANDON,244,00,1,0,0,3,MILEPOST 3.00,3.00,024400100S00,24400I00,43.1325278,-124.3503936,3,NAD 83,2014,07/14/2015
COQUILLE-BANDON,244,00,1,0,0,8,MILEPOST 8.00,8.00,024400100S00,24400I00,43.124853,-124.2861341,3,NAD 83,2014,07/14/2015
OCHOCO,041,00,1,0,0,15.05,MILEPOST 15.00,15.00,004100100S00,04100I00,44.2788175,-120.9006123,3,NAD 83,2014,07/14/2015
LEXINGTON-ECHO,320,00,1,0,0,3.98,MILEPOST 4.00,4.00,032000100S00,32000I00,45.488269,-119.6497706,3,NAD 83,2014,07/14/2015
LEXINGTON-ECHO,320,00,1,0,0,17,MILEPOST 17.00,17.00,032000100S00,32000I00,45.6176019,-119.4900811,3,NAD 83,2014,07/14/2015
HEPPNER-SPRAY,321,00,1,0,0,30.06,MILEPOST 30.00,30.00,032100100S00,32100I00,44.9499692,-119.7075102,3,NAD 83,2014,07/14/2015
HEPPNER-SPRAY,321,00,1,0,0,31.07,MILEPOST 31.00,31.00,032100100S00,32100I00,44.9394893,-119.6993459,3,NAD 83,2014,07/14/2015
HEPPNER-SPRAY,321,00,1,0,0,32.15,MILEPOST 32.00,32.00,032100100S00,32100I00,44.9248867,-119.6977146,3,NAD 83,2014,07/14/2015
SUNNYSIDE-UMAPINE,332,00,1,0,0,5.04,MILEPOST 5.00,5.00,033200100S00,33200I00,45.9716144,-118.4339037,3,NAD 83,2014,07/14/2015
SUNNYSIDE-UMAPINE,332,00,1,0,0,6.01,MILEPOST 6.00,6.00,033200100S00,33200I00,45.9619314,-118.4269443,3,NAD 83,2014,07/14/2015
MCKENZIE-BEND,017,00,1,0,0,10.91,MILEPOST 11.00,11.00,001700100S00,01700I00,44.1832046,-121.3825705,3,NAD 83,2014,07/14/2015
THE DALLES-CALIFORNIA,004,00,1,0,0,134,MILEPOST 134.00,134.00,000400100S00,00400I00,44.1107096,-121.2942298,3,NAD 83,2014,07/14/2015
OREGON COAST,009,00,1,0,0,142,MILEPOST 142.00,142.00,000900100S00,00900I00,44.6177068,-124.0515002,3,NAD 83,2014,07/14/2015
OREGON COAST,009,00,1,0,0,144,MILEPOST 144.00,144.00,000900100S00,00900I00,44.5910437,-124.0641276,3,NAD 83,2014,07/14/2015
OREGON COAST,009,00,1,0,0,162,MILEPOST 162.00,162.00,000900100S00,00900I00,44.3441711,-124.0955979,3,NAD 83,2014,07/14/2015
ALSEA,027,00,1,0,0,3,MILEPOST 3.00,3.00,002700100S00,02700I00,44.4130295,-124.0220164,3,NAD 83,2014,07/14/2015
MAPLETON-JUNCTION CITY,229,00,1,0,0,5.01,MILEPOST 5.00,5.00,022900100S00,22900I00,44.0740131,-123.8542145,3,NAD 83,2014,07/14/2015
WILLAMETTE,018,00,1,0,0,38,MILEPOST 38.00,38.00,001800100S00,01800I00,43.7301491,-122.4243556,3,NAD 83,2014,07/14/2015
WILLAMETTE,018,00,1,0,0,39,MILEPOST 39.00,39.00,001800100S00,01800I00,43.7312906,-122.4048181,3,NAD 83,2014,07/14/2015
WILLAMETTE,018,00,1,0,0,44,MILEPOST 44.00,44.00,001800100S00,01800I00,43.7127661,-122.3116483,3,NAD 83,2014,07/14/2015
WILLAMETTE,018,00,1,0,0,45,MILEPOST 45.00,45.00,001800100S00,01800I00,43.7090501,-122.2924033,3,NAD 83,2014,07/14/2015
FREMONT,019,00,1,0,0,13.09,MILEPOST 13.00,13.00,001900100S00,01900I00,43.4798707,-121.4163119,3,NAD 83,2014,07/14/2015
OCHOCO,041,00,1,0,0,16.99,MILEPOST 17.00,17.00,004100100S00,04100I00,44.2970073,-120.8720702,3,NAD 83,2014,07/14/2015
OCHOCO,041,00,1,0,0,22,MILEPOST 22.00,22.00,004100100S00,04100I00,44.3051314,-120.781755,3,NAD 83,2014,07/14/2015
HISTORIC COLUMBIA RIVER,100,00,1,0,0,4.78,HISTORIC MILEPOST 19.00,19.00,010000100S00,10000I00,45.517173,-122.3208671,3,NAD 83,2014,07/14/2015
HISTORIC COLUMBIA RIVER,100,00,1,0,0,6.77,HISTORIC MILEPOST 21.00,21.00,010000100S00,10000I00,45.5318203,-122.2912392,3,NAD 83,2014,07/14/2015
HISTORIC COLUMBIA RIVER,100,00,1,0,0,7.77,HISTORIC MILEPOST 22.00,22.00,010000100S00,10000I00,45.530595,-122.2722986,3,NAD 83,2014,07/14/2015
CENTRAL OREGON,007,00,1,0,0,168,MILEPOST 168.00,168.00,000700100S00,00700I00,43.7546136,-118.446986,3,NAD 83,2014,07/14/2015
ALBANY-CORVALLIS,031,00,1,0,0,7.11,MILEPOST 7.00,7.00,003100100S00,03100I00,44.6392753,-123.1696854,3,NAD 83,2014,07/14/2015
JOHN DAY,005,00,1,0,0,2,MILEPOST 2.00,2.00,000500100S00,00500I00,45.7023315,-120.1767498,3,NAD 83,2014,07/14/2015
JOHN DAY,005,00,1,0,0,7.2,MILEPOST 7.00,7.00,000500100S00,00500I00,45.6324175,-120.1649384,3,NAD 83,2014,07/14/2015
JOHN DAY,005,00,1,0,0,9.99,MILEPOST 10.00,10.00,000500100S00,00500I00,45.594221,-120.1610413,3,NAD 83,2014,07/14/2015
JOHN DAY,005,00,1,0,0,10.97,MILEPOST 11.00,11.00,000500100S00,00500I00,45.5806237,-120.1581104,3,NAD 83,2014,07/14/2015
JOHN DAY,005,00,1,0,0,50.97,MILEPOST 51.00,51.00,000500100S00,00500I00,45.0821162,-120.1926543,3,NAD 83,2014,07/14/2015
FREMONT,019,00,1,0,0,17.98,MILEPOST 18.00,18.00,001900100S00,01900I00,43.4409301,-121.3384581,3,NAD 83,2014,07/14/2015
FREMONT,019,00,1,0,0,99,MILEPOST 99.00,99.00,001900100S00,01900I00,42.690671,-120.5347908,3,NAD 83,2014,07/14/2015
FREMONT,019,00,1,0,0,134.03,MILEPOST 134.00,134.00,001900100S00,01900I00,42.3161033,-120.3366327,3,NAD 83,2014,07/14/2015
FREMONT,019,00,1,0,0,137.02,MILEPOST 137.00,137.00,001900100S00,01900I00,42.2747435,-120.3537275,3,NAD 83,2014,07/14/2015
WEST DIAMOND LAKE,233,00,1,0,0,2.13,MILEPOST 2.00,2.00,023300100S00,23300I00,42.9482611,-122.4111456,3,NAD 83,2014,07/14/2015
WEST DIAMOND LAKE,233,00,1,0,0,3.09,MILEPOST 3.00,3.00,023300100S00,23300I00,42.9603527,-122.402714,3,NAD 83,2014,07/14/2015
WEST DIAMOND LAKE,233,00,1,0,0,8,MILEPOST 8.00,8.00,023300100S00,23300I00,43.0236462,-122.3717668,3,NAD 83,2014,07/14/2015
WEST DIAMOND LAKE,233,00,1,0,0,9,MILEPOST 9.00,9.00,023300100S00,23300I00,43.0361051,-122.3652438,3,NAD 83,2014,07/14/2015
HALFWAY-CORNUCOPIA,413,00,1,0,0,9.98,MILEPOST 10.00,10.00,041300100S00,41300I00,44.8942203,-117.1270555,3,NAD 83,2014,07/14/2015
DOOLEY MOUNTAIN,415,00,1,0,0,33.75,MILEPOST 34.00,34.00,041500100S00,41500I00,44.614849,-117.8630115,3,NAD 83,2014,07/14/2015
DOOLEY MOUNTAIN,415,00,1,0,0,34.72,MILEPOST 35.00,35.00,041500100S00,41500I00,44.6284874,-117.8663761,3,NAD 83,2014,07/14/2015
WARNER,431,00,1,0,0,12.04,MILEPOST 12.00,12.00,043100100S00,43100I00,42.216218,-120.1633548,3,NAD 83,2014,07/14/2015
WARNER,431,00,1,0,0,31.99,MILEPOST 32.00,32.00,043100100S00,43100I00,42.1745134,-119.8254572,3,NAD 83,2014,07/14/2015
JOHN DAY,005,00,1,0,0,200.08,MILEPOST 200.00,200.00,000500100S00,00500I00,44.5459392,-118.3415331,3,NAD 83,2014,07/14/2015
JOHN DAY,005,00,1,0,0,262.97,MILEPOST 263.00,263.00,000500100S00,00500I00,44.1534699,-117.4158202,3,NAD 83,2014,07/14/2015
JOHN DAY,005,00,1,0,0,277.01,MILEPOST 277.00,277.00,000500100S00,00500I00,43.9991419,-117.2392534,3,NAD 83,2014,07/14/2015
KLAMATH FALLS-LAKEVIEW,020,00,1,0,0,27.86,MILEPOST 28.00,28.00,002000100S00,02000I00,42.3138376,-121.4072293,3,NAD 83,2014,07/14/2015
KLAMATH FALLS-LAKEVIEW,020,00,1,0,0,43.02,MILEPOST 43.00,43.00,002000100S00,02000I00,42.4453141,-121.230495,3,NAD 83,2014,07/14/2015
KLAMATH FALLS-LAKEVIEW,020,00,1,0,0,44.94,MILEPOST 45.00,45.00,002000100S00,02000I00,42.4400667,-121.1975677,3,NAD 83,2014,07/14/2015
KLAMATH FALLS-LAKEVIEW,020,00,1,0,0,45.96,MILEPOST 46.00,46.00,002000100S00,02000I00,42.440873,-121.1779768,3,NAD 83,2014,07/14/2015
PACIFIC HIGHWAY EAST,081,00,1,0,0,7,MILEPOST 7.00,7.00,008100100S00,08100I00,45.4283755,-122.634361,3,NAD 83,2014,07/14/2015
PACIFIC HIGHWAY EAST,081,00,1,0,0,14.05,MILEPOST 14.00,14.00,008100100S00,08100I00,45.3434763,-122.6319809,3,NAD 83,2014,07/14/2015
PACIFIC HIGHWAY EAST,081,00,1,0,0,16.04,MILEPOST 16.00,16.00,008100100S00,08100I00,45.322851,-122.6582204,3,NAD 83,2014,07/14/2015
PACIFIC HIGHWAY EAST,081,00,1,0,0,32,MILEPOST 32.00,32.00,008100100S00,08100I00,45.1475813,-122.8344851,3,NAD 83,2014,07/14/2015
CLEAR LAKE-BELKNAP SPRINGS,215,00,1,0,0,11.02,MILEPOST 11.00,11.00,021500100S00,21500I00,44.2812461,-122.0435838,3,NAD 83,2014,07/14/2015
CLEAR LAKE-BELKNAP SPRINGS,215,00,1,0,0,13.97,MILEPOST 14.00,14.00,021500100S00,21500I00,44.2427009,-122.0488515,3,NAD 83,2014,07/14/2015
SPRINGFIELD-CRESWELL,222,00,1,0,0,14.14,MILEPOST 14.00,14.00,022200100S00,22200I00,43.915743,-123.0039251,3,NAD 83,2014,07/14/2015
UMPQUA,045,00,1,0,0,25.03,MILEPOST 25.00,25.00,004500100S00,04500I00,43.6680192,-123.6967212,3,NAD 83,2014,07/14/2015
UMPQUA,045,00,1,0,0,26.03,MILEPOST 26.00,26.00,004500100S00,04500I00,43.6786668,-123.6833324,3,NAD 83,2014,07/14/2015
UMPQUA,045,00,1,0,0,27.03,MILEPOST 27.00,27.00,004500100S00,04500I00,43.6838745,-123.6646954,3,NAD 83,2014,07/14/2015
UMPQUA,045,00,1,0,0,28.03,MILEPOST 28.00,28.00,004500100S00,04500I00,43.675876,-123.6522152,3,NAD 83,2014,07/14/2015
UMPQUA,045,00,1,0,0,45.05,MILEPOST 45.00,45.00,004500100S00,04500I00,43.6606495,-123.4142812,3,NAD 83,2014,07/14/2015
HISTORIC COLUMBIA RIVER,100,00,1,0,0,20.87,HISTORIC MILEPOST 35.00,35.00,010000100S00,10000I00,45.5921577,-122.060323,3,NAD 83,2014,07/14/2015
CAPE BLANCO,250,00,1,0,0,5.09,MILEPOST 5.00,5.00,025000100S00,25000I00,42.810166,-124.4920564,3,NAD 83,2014,07/14/2015
CARPENTERVILLE,255,00,1,0,0,335.99,MILEPOST 336.00,336.00,025500100S00,25500I00,42.3276749,-124.4081016,3,NAD 83,2014,07/14/2015
ENTERPRISE-LEWISTON,011,00,1,0,0,18.95,MILEPOST 19.00,19.00,001100100S00,01100I00,45.7572177,-117.2740216,3,NAD 83,2014,07/14/2015
TUALATIN VALLEY,029,00,1,0,0,12,MILEPOST 12.00,12.00,002900100S00,02900I00,45.5124825,-122.9736573,3,NAD 83,2014,07/14/2015
ROGUE VALLEY,063,00,1,0,0,5,MILEPOST 5.00,5.00,006300100S00,06300I00,42.3488536,-122.8903262,3,NAD 83,2014,07/14/2015
OLD OREGON TRAIL,006,00,1,0,0,259,MILEPOST 259.00,259.00,000600100S00,00600I00,45.3452312,-118.1234568,3,NAD 83,2014,07/14/2015
OLD OREGON TRAIL,006,00,1,0,0,366,MILEPOST 366.00,366.00,000600100S00,00600I00,44.1356095,-117.0961329,3,NAD 83,2014,07/14/2015
OLD OREGON TRAIL,006,00,1,0,0,367,MILEPOST 367.00,367.00,000600100S00,00600I00,44.1256319,-117.0814936,3,NAD 83,2014,07/14/2015
HISTORIC COLUMBIA RIVER,100,00,1,0,0,52.16,HISTORIC MILEPOST 68.00,68.00,010000100S00,10000I00,45.7053256,-121.4929362,3,NAD 83,2014,07/14/2015
HISTORIC COLUMBIA RIVER,100,00,1,0,0,59.13,HISTORIC MILEPOST 75.00,75.00,010000100S00,10000I00,45.6885841,-121.373391,3,NAD 83,2014,07/14/2015
HISTORIC COLUMBIA RIVER,100,00,1,0,0,60.13,HISTORIC MILEPOST 76.00,76.00,010000100S00,10000I00,45.6921847,-121.3558111,3,NAD 83,2014,07/14/2015
HISTORIC COLUMBIA RIVER,100,00,1,0,0,61.13,HISTORIC MILEPOST 77.00,77.00,010000100S00,10000I00,45.6893868,-121.3406359,3,NAD 83,2014,07/14/2015
WALLOWA LAKE,010,00,1,0,0,53.98,MILEPOST 54.00,54.00,001000100S00,01000I00,45.4973599,-117.4423252,3,NAD 83,2014,07/14/2015
MEDICAL SPRINGS,340,00,1,0,0,36.97,MILEPOST 37.00,37.00,034000100S00,34000I00,44.8615525,-117.7832459,3,NAD 83,2014,07/14/2015
UKIAH-HILGARD,341,00,1,0,0,6.96,MILEPOST 7.00,7.00,034100100S00,34100I00,45.1581761,-118.8258741,3,NAD 83,2014,07/14/2015
UKIAH-HILGARD,341,00,1,0,0,8.05,MILEPOST 8.00,8.00,034100100S00,34100I00,45.1595449,-118.8041567,3,NAD 83,2014,07/14/2015
UKIAH-HILGARD,341,00,1,0,0,9,MILEPOST 9.00,9.00,034100100S00,34100I00,45.1682497,-118.7903713,3,NAD 83,2014,07/14/2015
UKIAH-HILGARD,341,00,1,0,0,30,MILEPOST 30.00,30.00,034100100S00,34100I00,45.2362582,-118.4560334,3,NAD 83,2014,07/14/2015
COVE,342,00,1,0,0,5,MILEPOST 5.00,5.00,034200100S00,34200I00,45.3333068,-117.9470147,3,NAD 83,2014,07/14/2015
COVE,342,00,1,0,0,6,MILEPOST 6.00,6.00,034200100S00,34200I00,45.3332385,-117.9265373,3,NAD 83,2014,07/14/2015
COVE,342,00,1,0,0,10.02,MILEPOST 10.00,10.00,034200100S00,34200I00,45.3147769,-117.8545158,3,NAD 83,2014,07/14/2015
COVE,342,00,1,0,0,11.06,MILEPOST 11.00,11.00,034200100S00,34200I00,45.3149027,-117.8334119,3,NAD 83,2014,07/14/2015
CORVALLIS-NEWPORT,033,00,1,0,0,39,MILEPOST 39.00,39.00,003300100S00,03300I00,44.5936013,-123.5261613,3,NAD 83,2014,07/14/2015
MAPLETON-JUNCTION CITY,229,00,1,0,0,6,MILEPOST 6.00,6.00,022900100S00,22900I00,44.0661576,-123.8391064,3,NAD 83,2014,07/14/2015
MAPLETON-JUNCTION CITY,229,00,1,0,0,8.98,MILEPOST 9.00,9.00,022900100S00,22900I00,44.0643188,-123.7899157,3,NAD 83,2014,07/14/2015
MAPLETON-JUNCTION CITY,229,00,1,0,0,25.03,MILEPOST 25.00,25.00,022900100S00,22900I00,44.1579266,-123.5769756,3,NAD 83,2014,07/14/2015
MAPLETON-JUNCTION CITY,229,00,1,0,0,47.97,MILEPOST 48.00,48.00,022900100S00,22900I00,44.1907474,-123.2760114,3,NAD 83,2014,07/14/2015
UMPQUA,045,00,1,0,0,47,MILEPOST 47.00,47.00,004500100S00,04500I00,43.6627121,-123.3777537,3,NAD 83,2014,07/14/2015
PACIFIC HIGHWAY WEST,091,00,1,0,0,24.98,MILEPOST 25.00,25.00,009100100S00,09100I00,45.2896307,-122.9983602,3,NAD 83,2014,07/14/2015
PACIFIC HIGHWAY WEST,091,00,1,0,0,31,MILEPOST 31.00,31.00,009100100S00,09100I00,45.2387109,-123.0865257,3,NAD 83,2014,07/14/2015
CENTRAL OREGON,007,00,1,0,0,9,MILEPOST 9.00,9.00,000700100S00,00700I00,44.0310845,-121.1445637,3,NAD 83,2014,07/14/2015
