HWYNAME,HWYNUMB,ST_HWY_SFX,RDWY_ID,MLGE_TYP,OVLP_CD,MP,MP_DESC,MP_DISP,LRS_KEY,LRM_KEY,LAT,LONGTD,HRZ_COL_M,CRD_RF_DTM,EFFECTV_DT,GIS_PRC_DT
KINGS VALLEY,191,00,1,0,0,26,MILEPOST 26.00,26.00,019100100S00,19100I00,44.6602707,-123.4318554,3,NAD 83,2014,07/14/2015
KINGS VALLEY,191,00,1,0,0,27,MILEPOST 27.00,27.00,019100100S00,19100I00,44.6469671,-123.4287419,3,NAD 83,2014,07/14/2015
KINGS VALLEY,191,00,1,0,0,13.05,MILEPOST 13.00,13.00,019100100S00,19100I00,44.8085032,-123.402422,3,NAD 83,2014,07/14/2015
KINGS VALLEY,191,00,1,0,0,9,MILEPOST 9.00,9.00,019100100S00,19100I00,44.8531954,-123.3576842,3,NAD 83,2014,07/14/2015
OREGON COAST,009,00,1,0,0,243.01,MILEPOST 243.00,243.00,000900100S00,00900I00,43.3093283,-124.2098761,3,NAD 83,2014,07/14/2015
OREGON COAST,009,00,1,0,0,207.05,MILEPOST 207.00,207.00,000900100S00,00900I00,43.7590791,-124.1229021,3,NAD 83,2014,07/14/2015
OREGON COAST,009,00,1,0,0,163,MILEPOST 163.00,163.00,000900100S00,00900I00,44.3298447,-124.0991132,3,NAD 83,2014,07/14/2015
OREGON COAST,009,00,1,0,0,150.98,MILEPOST 151.00,151.00,000900100S00,00900I00,44.4955509,-124.0830583,3,NAD 83,2014,07/14/2015
OREGON COAST,009,00,1,0,0,136,MILEPOST 136.00,136.00,000900100S00,00900I00,44.6981828,-124.0619545,3,NAD 83,2014,07/14/2015
OREGON COAST,009,00,1,0,0,129,MILEPOST 129.00,129.00,000900100S00,00900I00,44.7899104,-124.0656364,3,NAD 83,2014,07/14/2015
OREGON COAST,009,00,1,0,0,208,MILEPOST 208.00,208.00,000900100S00,00900I00,43.7486923,-124.1194177,3,NAD 83,2014,07/14/2015
CLACKAMAS,171,00,1,0,0,31.91,MILEPOST 32.00,32.00,017100100S00,17100I00,45.21289,-122.2296275,3,NAD 83,2014,07/14/2015
CLACKAMAS,171,00,1,0,0,32.94,MILEPOST 33.00,33.00,017100100S00,17100I00,45.1997289,-122.2240069,3,NAD 83,2014,07/14/2015
OREGON COAST,009,00,1,0,0,323.93,MILEPOST 324.00,324.00,000900100S00,00900I00,42.4670269,-124.4185348,3,NAD 83,2014,07/14/2015
KINGS VALLEY,191,00,1,0,0,16.97,MILEPOST 17.00,17.00,019100100S00,19100I00,44.7589785,-123.4115496,3,NAD 83,2014,07/14/2015
KINGS VALLEY,191,00,1,0,0,14.97,MILEPOST 15.00,15.00,019100100S00,19100I00,44.7819032,-123.4103515,3,NAD 83,2014,07/14/2015
WARM SPRINGS,053,00,1,0,0,58,MILEPOST 58.00,58.00,005300100S00,05300I00,45.2776142,-121.7141509,3,NAD 83,2014,07/14/2015
WARM SPRINGS,053,00,1,0,0,58.99,MILEPOST 59.00,59.00,005300100S00,05300I00,45.2644448,-121.7162994,3,NAD 83,2014,07/14/2015
HUNTINGTON,449,00,1,0,0,3.84,MILEPOST 4.00,4.00,044900100S00,44900I00,44.3710313,-117.2881981,3,NAD 83,2014,07/14/2015
HUNTINGTON,449,00,1,0,0,4.83,MILEPOST 5.00,5.00,044900100S00,44900I00,44.3601702,-117.2771167,3,NAD 83,2014,07/14/2015
SUMPTER,410,00,1,0,0,0.96,MILEPOST 1.00,1.00,041000100S00,41000I00,44.7406736,-118.2023225,3,NAD 83,2014,07/14/2015
PAULINA,380,00,1,0,0,1.99,MILEPOST 2.00,2.00,038000100S00,38000I00,44.2816566,-120.8070049,3,NAD 83,2014,07/14/2015
PAULINA,380,00,1,0,0,16.99,MILEPOST 17.00,17.00,038000100S00,38000I00,44.1783154,-120.6149077,3,NAD 83,2014,07/14/2015
PAULINA,380,00,1,0,0,17.98,MILEPOST 18.00,18.00,038000100S00,38000I00,44.1805725,-120.5961083,3,NAD 83,2014,07/14/2015
PAULINA,380,00,1,0,0,18.97,MILEPOST 19.00,19.00,038000100S00,38000I00,44.1812725,-120.5769187,3,NAD 83,2014,07/14/2015
PAULINA,380,00,1,0,0,20,MILEPOST 20.00,20.00,038000100S00,38000I00,44.173808,-120.5596717,3,NAD 83,2014,07/14/2015
OLD EMIGRANT HILL FR. NO.1,006,BP,1,0,0,246.98,MILEPOST 247.00,247.00,0006BP100S00,006BPI00,45.412212,-118.3640774,3,NAD 83,2014,07/14/2015
OLD EMIGRANT HILL FR. NO.1,006,BP,1,0,0,248.94,MILEPOST 249.00,249.00,0006BP100S00,006BPI00,45.3913547,-118.3405886,3,NAD 83,2014,07/14/2015
OLD EMIGRANT HILL FR. NO.1,006,BP,1,0,0,249.92,MILEPOST 250.00,250.00,0006BP100S00,006BPI00,45.3790367,-118.332279,3,NAD 83,2014,07/14/2015
OLD EMIGRANT HILL FR. NO.1,006,BP,1,0,0,237.05,MILEPOST 237.00,237.00,0006BP100S00,006BPI00,45.5309341,-118.4449963,3,NAD 83,2014,07/14/2015
OREGON-WASHINGTON,008,00,1,0,0,26,MILEPOST 26.00,26.00,000800100S00,00800I00,45.9100975,-118.3845853,3,NAD 83,2014,07/14/2015
OREGON-WASHINGTON,008,00,1,0,0,24.02,MILEPOST 24.00,24.00,000800100S00,00800I00,45.8821198,-118.3930692,3,NAD 83,2014,07/14/2015
OREGON-WASHINGTON,008,00,1,0,0,25.02,MILEPOST 25.00,25.00,000800100S00,00800I00,45.8962513,-118.3888072,3,NAD 83,2014,07/14/2015
OREGON-WASHINGTON,008,00,1,0,0,33,MILEPOST 33.00,33.00,000800100S00,00800I00,45.9670991,-118.3872056,3,NAD 83,2014,07/14/2015
WALLOWA LAKE,010,00,1,0,0,13.99,MILEPOST 14.00,14.00,001000100S00,01000I00,45.4822678,-117.945893,3,NAD 83,2014,07/14/2015
CROOKED RIVER,014,00,1,0,0,1.97,MILEPOST 2.00,2.00,001400100S00,01400I00,44.2757949,-120.8437211,3,NAD 83,2014,07/14/2015
CROOKED RIVER,014,00,1,0,0,3,MILEPOST 3.00,3.00,001400100S00,01400I00,44.2639341,-120.854319,3,NAD 83,2014,07/14/2015
CROOKED RIVER,014,00,1,0,0,4,MILEPOST 4.00,4.00,001400100S00,01400I00,44.2496572,-120.8571526,3,NAD 83,2014,07/14/2015
CROOKED RIVER,014,00,1,0,0,5.01,MILEPOST 5.00,5.00,001400100S00,01400I00,44.2357936,-120.8627741,3,NAD 83,2014,07/14/2015
CROOKED RIVER,014,00,1,0,0,5.97,MILEPOST 6.00,6.00,001400100S00,01400I00,44.2230801,-120.8687706,3,NAD 83,2014,07/14/2015
CROOKED RIVER,014,00,1,0,0,9.96,MILEPOST 10.00,10.00,001400100S00,01400I00,44.1825092,-120.8537248,3,NAD 83,2014,07/14/2015
CROOKED RIVER,014,00,1,0,0,11,MILEPOST 11.00,11.00,001400100S00,01400I00,44.1717375,-120.840103,3,NAD 83,2014,07/14/2015
CROOKED RIVER,014,00,1,0,0,13.03,MILEPOST 13.00,13.00,001400100S00,01400I00,44.1490657,-120.8257609,3,NAD 83,2014,07/14/2015
MCKENZIE,015,00,1,0,0,5.98,MILEPOST 6.00,6.00,001500100S00,01500I00,44.0456951,-122.9356813,3,NAD 83,2014,07/14/2015
MCKENZIE,015,00,1,0,0,18,MILEPOST 18.00,18.00,001500100S00,01500I00,44.0948678,-122.7122433,3,NAD 83,2014,07/14/2015
MCKENZIE,015,00,1,0,0,19,MILEPOST 19.00,19.00,001500100S00,01500I00,44.1001655,-122.6936338,3,NAD 83,2014,07/14/2015
MCKENZIE,015,00,1,0,0,26,MILEPOST 26.00,26.00,001500100S00,01500I00,44.1498097,-122.5811865,3,NAD 83,2014,07/14/2015
MCKENZIE,015,00,1,0,0,39.94,MILEPOST 40.00,40.00,001500100S00,01500I00,44.152329,-122.3570082,3,NAD 83,2014,07/14/2015
MCKENZIE,015,00,1,0,0,43.01,MILEPOST 43.00,43.00,001500100S00,01500I00,44.1589176,-122.3047179,3,NAD 83,2014,07/14/2015
MCKENZIE,015,00,1,0,0,48,MILEPOST 48.00,48.00,001500100S00,01500I00,44.1750082,-122.2099539,3,NAD 83,2014,07/14/2015
MCKENZIE,015,00,1,0,0,49,MILEPOST 49.00,49.00,001500100S00,01500I00,44.1767953,-122.1899383,3,NAD 83,2014,07/14/2015
CENTRAL OREGON,007,00,1,0,0,126.93,MILEPOST 127.00,127.00,000700100S00,00700I00,43.530663,-119.0809563,3,NAD 83,2014,07/14/2015
CENTRAL OREGON,007,00,1,0,0,247.09,MILEPOST 247.00,247.00,000700100S00,00700I00,43.9844363,-117.2255581,3,NAD 83,2014,07/14/2015
COLUMBIA RIVER,002,00,1,0,0,180,MILEPOST 180.00,180.00,000200100S00,00200I00,45.9099318,-119.4055372,3,NAD 83,2014,07/14/2015
UMPQUA,045,00,1,0,0,47.98,MILEPOST 48.00,48.00,004500100S00,04500I00,43.6651167,-123.3606304,3,NAD 83,2014,07/14/2015
UMPQUA,045,00,1,0,0,48.99,MILEPOST 49.00,49.00,004500100S00,04500I00,43.6619406,-123.3425334,3,NAD 83,2014,07/14/2015
WILSONVILLE-HUBBARD,051,00,1,0,0,3.69,MILEPOST 4.00,4.00,005100100S00,05100I00,45.227802,-122.7750138,3,NAD 83,2014,07/14/2015
WHITNEY,071,00,1,0,0,45,MILEPOST 45.00,45.00,007100100S00,07100I00,44.6947611,-117.8522678,3,NAD 83,2014,07/14/2015
FLORENCE-EUGENE,062,00,1,0,0,39,MILEPOST 39.00,39.00,006200100S00,06200I00,44.0729911,-123.4938949,3,NAD 83,2014,07/14/2015
FLORENCE-EUGENE,062,00,1,0,0,40,MILEPOST 40.00,40.00,006200100S00,06200I00,44.0693936,-123.4754515,3,NAD 83,2014,07/14/2015
ROGUE RIVER,060,00,1,0,0,12.99,MILEPOST 13.00,13.00,006000100S00,06000I00,42.4216642,-123.1228948,3,NAD 83,2014,07/14/2015
ROGUE RIVER,060,00,1,0,0,14,MILEPOST 14.00,14.00,006000100S00,06000I00,42.4284087,-123.1058577,3,NAD 83,2014,07/14/2015
ROGUE RIVER,060,00,1,0,0,4.99,MILEPOST 5.00,5.00,006000100S00,06000I00,42.4210125,-123.2391311,3,NAD 83,2014,07/14/2015
UMATILLA-STANFIELD,054,00,1,0,0,2.09,MILEPOST 2.00,2.00,005400100S00,05400I00,45.8888056,-119.2980206,3,NAD 83,2014,07/14/2015
HEPPNER,052,00,1,0,0,45.02,MILEPOST 45.00,45.00,005200100S00,05200I00,45.364165,-119.5603323,3,NAD 83,2014,07/14/2015
NECANICUM,046,00,1,0,0,15.96,MILEPOST 16.00,16.00,004600100S00,04600I00,45.7331588,-123.8566653,3,NAD 83,2014,07/14/2015
WHITNEY,071,00,1,0,0,46,MILEPOST 46.00,46.00,007100100S00,07100I00,44.7086792,-117.8466707,3,NAD 83,2014,07/14/2015
WHITNEY,071,00,1,0,0,47,MILEPOST 47.00,47.00,007100100S00,07100I00,44.7225406,-117.8410814,3,NAD 83,2014,07/14/2015
WHITNEY,071,00,1,0,0,41.82,MILEPOST 42.00,42.00,007100100S00,07100I00,44.6547396,-117.8727992,3,NAD 83,2014,07/14/2015
WHITNEY,071,00,1,0,0,40.79,MILEPOST 41.00,41.00,007100100S00,07100I00,44.6507035,-117.8919888,3,NAD 83,2014,07/14/2015
LA GRANDE-BAKER,066,00,1,0,0,17.98,MILEPOST 18.00,18.00,006600100S00,06600I00,45.1884937,-117.8704422,3,NAD 83,2014,07/14/2015
LA GRANDE-BAKER,066,00,1,0,0,20,MILEPOST 20.00,20.00,006600100S00,06600I00,45.1630993,-117.8672551,3,NAD 83,2014,07/14/2015
LA GRANDE-BAKER,066,00,1,0,0,21,MILEPOST 21.00,21.00,006600100S00,06600I00,45.1501772,-117.8639034,3,NAD 83,2014,07/14/2015
LOWER COLUMBIA RIVER,092,00,1,0,0,19,MILEPOST 19.00,19.00,009200100S00,09200I00,45.7304854,-122.8759317,3,NAD 83,2014,07/14/2015
UMPQUA,045,00,1,0,0,55,MILEPOST 55.00,55.00,004500100S00,04500I00,43.7021027,-123.2540652,3,NAD 83,2014,07/14/2015
UMPQUA,045,00,1,0,0,51,MILEPOST 51.00,51.00,004500100S00,04500I00,43.6709759,-123.3110384,3,NAD 83,2014,07/14/2015
UMPQUA,045,00,1,0,0,54,MILEPOST 54.00,54.00,004500100S00,04500I00,43.6996087,-123.2734476,3,NAD 83,2014,07/14/2015
UMPQUA,045,00,1,0,0,52.96,MILEPOST 53.00,53.00,004500100S00,04500I00,43.6940148,-123.291159,3,NAD 83,2014,07/14/2015
UMPQUA,045,00,1,0,0,51.99,MILEPOST 52.00,52.00,004500100S00,04500I00,43.6822507,-123.3004755,3,NAD 83,2014,07/14/2015
UMPQUA,045,00,1,0,0,35.96,MILEPOST 36.00,36.00,004500100S00,04500I00,43.6390796,-123.5711888,3,NAD 83,2014,07/14/2015
KINGS VALLEY,191,00,1,0,0,16,MILEPOST 16.00,16.00,019100100S00,19100I00,44.7692234,-123.4194932,3,NAD 83,2014,07/14/2015
SALMON RIVER,039,00,1,0,0,24.99,MILEPOST 25.00,25.00,003900100S00,03900I00,45.0520576,-123.5361203,3,NAD 83,2014,07/14/2015
SALMON RIVER,039,00,1,0,0,23.96,MILEPOST 24.00,24.00,003900100S00,03900I00,45.0600351,-123.5541495,3,NAD 83,2014,07/14/2015
OREGON COAST,009,00,1,0,0,58,MILEPOST 58.00,58.00,000900100S00,00900I00,45.549096,-123.9045778,3,NAD 83,2014,07/14/2015
OREGON COAST,009,00,1,0,0,58.98,MILEPOST 59.00,59.00,000900100S00,00900I00,45.5360168,-123.8993389,3,NAD 83,2014,07/14/2015
JOHN DAY,005,00,1,0,0,132.02,MILEPOST 132.00,132.00,000500100S00,00500I00,44.4643377,-119.516667,3,NAD 83,2014,07/14/2015
THE DALLES-CALIFORNIA,004,00,1,0,0,45.96,MILEPOST 46.00,46.00,000400100S00,00400I00,45.1712399,-121.0773883,3,NAD 83,2014,07/14/2015
NORTH UMPQUA HIGHWAY EAST,138,00,1,0,0,37.95,MILEPOST 38.00,38.00,013800100S00,13800I00,43.3437282,-122.7508935,3,NAD 83,2014,07/14/2015
CENTRAL OREGON,007,00,1,0,0,265.01,MILEPOST 265.00,265.00,000700100S00,00700I00,43.8898988,-117.0062055,3,NAD 83,2014,07/14/2015
OREGON COAST,009,00,1,0,0,126.93,MILEPOST 127.00,127.00,000900100S00,00900I00,44.8192812,-124.0635344,3,NAD 83,2014,07/14/2015
HOMEDALE SPUR,490,00,1,0,0,21.26,MILEPOST 21.00,21.00,049000100S00,49000I00,43.6298203,-117.0449785,3,NAD 83,2014,07/14/2015
CELILO-WASCO SPUR,487,00,1,0,0,4.99,MILEPOST 5.00,5.00,048700100S00,48700I00,45.6491167,-120.8780969,3,NAD 83,2014,07/14/2015
CELILO-WASCO SPUR,487,00,1,0,0,6.96,MILEPOST 7.00,7.00,048700100S00,48700I00,45.665389,-120.8449394,3,NAD 83,2014,07/14/2015
WOODBURN-ESTACADA,161,00,1,0,0,15,MILEPOST 15.00,15.00,016100100S00,16100I00,45.161296,-122.5434184,3,NAD 83,2014,07/14/2015
NORTH SANTIAM,162,00,2,0,0,12,MILEPOST 12.00,12.00,016200200S00,16200D00,44.8265574,-122.8153787,3,NAD 83,2014,07/14/2015
NORTH SANTIAM,162,00,1,0,0,13.99,MILEPOST 14.00,14.00,016200100S00,16200I00,44.8120567,-122.7806998,3,NAD 83,2014,07/14/2015
NORTH SANTIAM,162,00,1,0,0,13,MILEPOST 13.00,13.00,016200100S00,16200I00,44.8186063,-122.7985038,3,NAD 83,2014,07/14/2015
NORTH SANTIAM,162,00,1,0,0,12,MILEPOST 12.00,12.00,016200100S00,16200I00,44.8262877,-122.8156716,3,NAD 83,2014,07/14/2015
ONTARIO SPUR,493,00,1,0,0,28,MILEPOST 28.00,28.00,049300100S00,49300I00,44.0247501,-116.9434506,3,NAD 83,2014,07/14/2015
ESPLANADE SPUR,484,00,1,0,0,5,MILEPOST 5.00,5.00,048400100S00,48400I00,42.2318454,-121.7746548,3,NAD 83,2014,07/14/2015
REDWOOD SPUR,482,00,2,0,0,1,MILEPOST 1.00,1.00,048200200S00,48200D00,42.4370162,-123.3077133,3,NAD 83,2014,07/14/2015
REDWOOD SPUR,482,00,1,0,0,0,MILEPOST 0.00,0.00,048200100S00,48200I00,42.4274236,-123.3196148,3,NAD 83,2014,07/14/2015
REDWOOD SPUR,482,00,2,0,0,2,MILEPOST 2.00,2.00,048200200S00,48200D00,42.4381976,-123.2919186,3,NAD 83,2014,07/14/2015
FRENCHGLEN,440,00,1,0,0,30.94,MILEPOST 31.00,31.00,044000100S00,44000I00,43.1598452,-118.942887,3,NAD 83,2014,07/14/2015
FRENCHGLEN,440,00,1,0,0,31.91,MILEPOST 32.00,32.00,044000100S00,44000I00,43.1459317,-118.9446249,3,NAD 83,2014,07/14/2015
FRENCHGLEN,440,00,1,0,0,22.19,MILEPOST 22.00,22.00,044000100S00,44000I00,43.2826117,-118.9658816,3,NAD 83,2014,07/14/2015
FRENCHGLEN,440,00,1,0,0,23,MILEPOST 23.00,23.00,044000100S00,44000I00,43.2714864,-118.9619247,3,NAD 83,2014,07/14/2015
UKIAH-HILGARD,341,00,1,0,0,23.96,MILEPOST 24.00,24.00,034100100S00,34100I00,45.1833001,-118.539415,3,NAD 83,2014,07/14/2015
UKIAH-HILGARD,341,00,1,0,0,21.98,MILEPOST 22.00,22.00,034100100S00,34100I00,45.1738569,-118.5744296,3,NAD 83,2014,07/14/2015
UKIAH-HILGARD,341,00,1,0,0,23,MILEPOST 23.00,23.00,034100100S00,34100I00,45.1761316,-118.5547049,3,NAD 83,2014,07/14/2015
UKIAH-HILGARD,341,00,1,0,0,5.01,MILEPOST 5.00,5.00,034100100S00,34100I00,45.1546727,-118.8646344,3,NAD 83,2014,07/14/2015
UKIAH-HILGARD,341,00,1,0,0,5.98,MILEPOST 6.00,6.00,034100100S00,34100I00,45.1585057,-118.8458613,3,NAD 83,2014,07/14/2015
WASCO-HEPPNER,300,00,1,0,0,5,MILEPOST 5.00,5.00,030000100S00,30000I00,45.5418268,-120.6235635,3,NAD 83,2014,07/14/2015
WASCO-HEPPNER,300,00,1,0,0,2,MILEPOST 2.00,2.00,030000100S00,30000I00,45.5734567,-120.6647968,3,NAD 83,2014,07/14/2015
WASCO-HEPPNER,300,00,1,0,0,3.02,MILEPOST 3.00,3.00,030000100S00,30000I00,45.56349,-120.6494342,3,NAD 83,2014,07/14/2015
CORVALLIS-LEBANON,210,00,1,0,0,6.96,MILEPOST 7.00,7.00,021000100S00,21000I00,44.5607182,-123.1216655,3,NAD 83,2014,07/14/2015
OREGON COAST,009,00,1,0,0,351.06,MILEPOST 351.00,351.00,000900100S00,00900I00,42.122036,-124.3491107,3,NAD 83,2014,07/14/2015
OREGON COAST,009,00,1,0,0,345.96,MILEPOST 346.00,346.00,000900100S00,00900I00,42.1892684,-124.3653585,3,NAD 83,2014,07/14/2015
OREGON COAST,009,00,1,0,0,347,MILEPOST 347.00,347.00,000900100S00,00900I00,42.1762618,-124.3586153,3,NAD 83,2014,07/14/2015
OREGON COAST,009,00,1,0,0,345.02,MILEPOST 345.00,345.00,000900100S00,00900I00,42.2010368,-124.3739555,3,NAD 83,2014,07/14/2015
WESTON-ELGIN,330,00,1,0,0,8.05,MILEPOST 8.00,8.00,033000100S00,33000I00,45.7917165,-118.2923987,3,NAD 83,2014,07/14/2015
WASCO-HEPPNER,300,00,1,0,0,80,MILEPOST 80.00,80.00,030000100S00,30000I00,45.3116294,-119.5861319,3,NAD 83,2014,07/14/2015
WASCO-HEPPNER,300,00,1,0,0,80.96,MILEPOST 81.00,81.00,030000100S00,30000I00,45.3148477,-119.5784828,3,NAD 83,2014,07/14/2015
WASCO-HEPPNER,300,00,1,0,0,81.94,MILEPOST 82.00,82.00,030000100S00,30000I00,45.3259351,-119.5676749,3,NAD 83,2014,07/14/2015
WASCO-HEPPNER,300,00,1,0,0,4.02,MILEPOST 4.00,4.00,030000100S00,30000I00,45.5527718,-120.6355457,3,NAD 83,2014,07/14/2015
VALE-WEST,451,00,1,0,0,2.01,MILEPOST 2.00,2.00,045100100S00,45100I00,43.9649394,-117.3778245,3,NAD 83,2014,07/14/2015
SUCCOR CREEK,450,00,1,0,0,13.17,MILEPOST 13.00,13.00,045000100S00,45000I00,43.7244713,-117.080066,3,NAD 83,2014,07/14/2015
SUCCOR CREEK,450,00,1,0,0,15.04,MILEPOST 15.00,15.00,045000100S00,45000I00,43.699661,-117.091671,3,NAD 83,2014,07/14/2015
SUCCOR CREEK,450,00,1,0,0,16.02,MILEPOST 16.00,16.00,045000100S00,45000I00,43.6857264,-117.0903145,3,NAD 83,2014,07/14/2015
FRENCHGLEN,440,00,1,0,0,29.98,MILEPOST 30.00,30.00,044000100S00,44000I00,43.1737336,-118.941183,3,NAD 83,2014,07/14/2015
CARPENTERVILLE,255,00,1,0,0,359.02,MILEPOST 359.00,359.00,025500100S00,25500I00,42.1088302,-124.3027111,3,NAD 83,2014,07/14/2015
REDWOOD,025,00,1,0,0,29,MILEPOST 29.00,29.00,002500100S00,02500I00,42.1621759,-123.6469554,3,NAD 83,2014,07/14/2015
REDWOOD,025,00,1,0,0,22.96,MILEPOST 23.00,23.00,002500100S00,02500I00,42.2453784,-123.6327792,3,NAD 83,2014,07/14/2015
REDWOOD,025,00,1,0,0,24,MILEPOST 24.00,24.00,002500100S00,02500I00,42.2321306,-123.6423459,3,NAD 83,2014,07/14/2015
REDWOOD,025,00,1,0,0,7.01,MILEPOST 7.00,7.00,002500100S00,02500I00,42.3969581,-123.4574004,3,NAD 83,2014,07/14/2015
REDWOOD,025,00,1,0,0,6,MILEPOST 6.00,6.00,002500100S00,02500I00,42.4055546,-123.4412799,3,NAD 83,2014,07/14/2015
REDWOOD,025,00,1,0,0,4,MILEPOST 4.00,4.00,002500100S00,02500I00,42.4134872,-123.4042656,3,NAD 83,2014,07/14/2015
CRATER LAKE,022,00,1,0,0,99.98,MILEPOST 100.00,100.00,002200100S00,02200I00,42.5795216,-121.9220649,3,NAD 83,2014,07/14/2015
CRATER LAKE,022,00,1,0,0,100.94,MILEPOST 101.00,101.00,002200100S00,02200I00,42.5672368,-121.9134919,3,NAD 83,2014,07/14/2015
CRATER LAKE,022,00,1,0,0,29,MILEPOST 29.00,29.00,002200100S00,02200I00,42.6599592,-122.699315,3,NAD 83,2014,07/14/2015
ELKTON-SUTHERLIN,231,00,1,0,0,2,MILEPOST 2.00,2.00,023100100S00,23100I00,43.606334,-123.5701737,3,NAD 83,2014,07/14/2015
CRATER LAKE,022,00,1,0,0,1,MILEPOST 1.00,1.00,002200100S00,02200I00,42.3550413,-122.8686685,3,NAD 83,2014,07/14/2015
GREEN SPRINGS,021,00,1,0,0,57.76,MILEPOST 58.00,58.00,002100100S00,02100I00,42.1852532,-121.821096,3,NAD 83,2014,07/14/2015
GREEN SPRINGS,021,00,1,0,0,52.97,MILEPOST 53.00,53.00,002100100S00,02100I00,42.13896,-121.8879893,3,NAD 83,2014,07/14/2015
GREEN SPRINGS,021,00,1,0,0,47.92,MILEPOST 48.00,48.00,002100100S00,02100I00,42.1292599,-121.9621451,3,NAD 83,2014,07/14/2015
GREEN SPRINGS,021,00,1,0,0,46.97,MILEPOST 47.00,47.00,002100100S00,02100I00,42.1392643,-121.9734315,3,NAD 83,2014,07/14/2015
GREEN SPRINGS,021,00,1,0,0,46,MILEPOST 46.00,46.00,002100100S00,02100I00,42.1402373,-121.9922434,3,NAD 83,2014,07/14/2015
ELKTON-SUTHERLIN,231,00,1,0,0,3,MILEPOST 3.00,3.00,023100100S00,23100I00,43.5926573,-123.5704002,3,NAD 83,2014,07/14/2015
HALSEY-SWEET HOME,212,00,1,0,0,1.01,MILEPOST 1.00,1.00,021200100S00,21200I00,44.3889518,-123.089443,3,NAD 83,2014,07/14/2015
ALBANY-LYONS,211,00,1,0,0,24.3,MILEPOST 24.00,24.00,021100100S00,21100I00,44.7730995,-122.6160364,3,NAD 83,2014,07/14/2015
ALBANY-LYONS,211,00,1,0,0,11.4,MILEPOST 11.00,11.00,021100100S00,21100I00,44.7044701,-122.8161954,3,NAD 83,2014,07/14/2015
PACIFIC,001,00,2,0,0,189,MILEPOST 189.00,189.00,000100200S00,00100I00,44.0018444,-123.0168117,3,NAD 83,2014,07/14/2015
GREEN SPRINGS,021,00,1,0,0,37.12,MILEPOST 37.00,37.00,002100100S00,02100I00,42.1126252,-122.1197252,3,NAD 83,2014,07/14/2015
GREEN SPRINGS,021,00,1,0,0,28,MILEPOST 28.00,28.00,002100100S00,02100I00,42.1329616,-122.2852988,3,NAD 83,2014,07/14/2015
KLAMATH FALLS-LAKEVIEW,020,00,1,0,0,86.03,MILEPOST 86.00,86.00,002000100S00,02000I00,42.1827823,-120.5408207,3,NAD 83,2014,07/14/2015
KLAMATH FALLS-LAKEVIEW,020,00,1,0,0,77.95,MILEPOST 78.00,78.00,002000100S00,02000I00,42.2115898,-120.6814059,3,NAD 83,2014,07/14/2015
HEPPNER,052,00,1,0,0,43.99,MILEPOST 44.00,44.00,005200100S00,05200I00,45.3726006,-119.5777357,3,NAD 83,2014,07/14/2015
OREGON COAST,009,00,1,0,0,139,MILEPOST 139.00,139.00,000900100S00,00900I00,44.6561258,-124.0530373,3,NAD 83,2014,07/14/2015
LOWER COLUMBIA RIVER,092,00,1,0,0,22.99,MILEPOST 23.00,23.00,009200100S00,09200I00,45.7871208,-122.8717088,3,NAD 83,2014,07/14/2015
SUNSET,047,00,2,0,0,58.99,MILEPOST 59.00,59.00,004700200S00,04700D00,45.5782468,-122.9637493,3,NAD 83,2014,07/14/2015
SUNSET,047,00,1,0,0,59,MILEPOST 59.00,59.00,004700100S00,04700I00,45.5779204,-122.963616,3,NAD 83,2014,07/14/2015
SUNSET,047,00,2,0,0,58,MILEPOST 58.00,58.00,004700200S00,04700D00,45.585003,-122.9817278,3,NAD 83,2014,07/14/2015
SUNSET,047,00,2,0,0,60,MILEPOST 60.00,60.00,004700200S00,04700D00,45.5713565,-122.9454373,3,NAD 83,2014,07/14/2015
SUNSET,047,00,1,0,0,59.98,MILEPOST 60.00,60.00,004700100S00,04700I00,45.5712466,-122.9458245,3,NAD 83,2014,07/14/2015
SUNSET,047,00,1,0,0,58,MILEPOST 58.00,58.00,004700100S00,04700I00,45.5846948,-122.9816141,3,NAD 83,2014,07/14/2015
SUNSET,047,00,1,0,0,43,MILEPOST 43.00,43.00,004700100S00,04700I00,45.7072485,-123.2309037,3,NAD 83,2014,07/14/2015
CRATER LAKE,022,00,1,0,0,10,MILEPOST 10.00,10.00,002200100S00,02200I00,42.4710827,-122.8119642,3,NAD 83,2014,07/14/2015
MCKENZIE-BEND,017,00,1,0,0,15.96,MILEPOST 16.00,16.00,001700100S00,01700I00,44.12929,-121.3234216,3,NAD 83,2014,07/14/2015
ENTERPRISE-LEWISTON,011,00,1,0,0,26.01,MILEPOST 26.00,26.00,001100100S00,01100I00,45.659881,-117.2736935,3,NAD 83,2014,07/14/2015
PACIFIC,001,00,2,0,0,15,MILEPOST 15.00,15.00,000100200S00,00100I00,42.1957933,-122.673786,3,NAD 83,2014,07/14/2015
PACIFIC,001,00,2,0,0,16.04,MILEPOST 16.00,16.00,000100200S00,00100I00,42.2051837,-122.6895819,3,NAD 83,2014,07/14/2015
PACIFIC,001,00,2,0,0,17,MILEPOST 17.00,17.00,000100200S00,00100I00,42.2137718,-122.7042575,3,NAD 83,2014,07/14/2015
